Therapeutic Class,Drug Name,Dosage Form,Status
ANALGESICS : OPIOID COMBINATIONS,ACETAMINOPHEN/CODEINE PHOSPHATE,TABS,PREFERRED
ANALGESICS : OPIOID COMBINATIONS,BUTALBITAL/ACETAMINOPHEN/CAFFEINE/CODEINE,CAPS,NON_PREFERRED
ANALGESICS : OPIOID COMBINATIONS,FIORICET/CODEINE,CAPS,NON_PREFERRED
ANALGESICS : OPIOID COMBINATIONS,ASCOMP/CODEINE,CAPS,PREFERRED
ANALGESICS : OPIOID COMBINATIONS,BUTALBITAL/ASPIRIN/CAFFEINE/CODEINE,CAPS,PREFERRED
ANALGESICS : OPIOID COMBINATIONS,ACETAMINOPHEN/CAFFEINE/DIHYDROCODEINE,CAPS,NON_PREFERRED
ANALGESICS : OPIOID COMBINATIONS,HYDROCODONE BITARTRATE/ACETAMINOPHEN,SOLN,PREFERRED
ANALGESICS : OPIOID COMBINATIONS,HYDROCODONE BITARTRATE/ACETAMINOPHEN,TABS,PREFERRED
ANALGESICS : OPIOID COMBINATIONS,HYDROCODONE/ACETAMINOPHEN,TABS,PREFERRED
ANALGESICS : OPIOID COMBINATIONS,HYDROCODONE/IBUPROFEN,TABS,PREFERRED
ANALGESICS : OPIOID COMBINATIONS,SEGLENTIS,TABS,NON_PREFERRED
ANALGESICS : OPIOID COMBINATIONS,TRAMADOL HYDROCHLORIDE/ACETAMINOPHEN,TABS,NON_PREFERRED
ANAPHYLAXIS THERAPY AGENTS,AUVI-Q,SOAJ,PREFERRED
ANAPHYLAXIS THERAPY AGENTS,EPINEPHRINE,SOAJ,PREFERRED
ANAPHYLAXIS THERAPY AGENTS,EPIPEN 2-PAK,SOAJ,NON_PREFERRED
ANAPHYLAXIS THERAPY AGENTS,EPIPEN-JR 2-PAK,SOAJ,NON_PREFERRED
ANORECTAL AGENTS,ANUSOL-HC,CREA,NON_PREFERRED
ANORECTAL AGENTS,HYDROCORTISONE,CREA,PREFERRED
ANORECTAL AGENTS,PROCTO-MED HC,CREA,PREFERRED
ANORECTAL AGENTS,PROCTOSOL HC,CREA,PREFERRED
ANORECTAL AGENTS,PROCTOZONE-HC,CREA,PREFERRED
ANORECTAL AGENTS,HYDROCORTISONE ACETATE,SUPP,NON_PREFERRED
ANORECTAL AGENTS,BUDESONIDE,FOAM,NON_PREFERRED
ANORECTAL AGENTS,UCERIS,FOAM,NON_PREFERRED
ANORECTAL AGENTS,CORTENEMA,ENEM,NON_PREFERRED
ANORECTAL AGENTS,HYDROCORTISONE,ENEM,PREFERRED
ANORECTAL AGENTS,CORTIFOAM,FOAM,NON_PREFERRED
ANORECTAL AGENTS,NITROGLYCERIN,OINT,NON_PREFERRED
ANORECTAL AGENTS,RECTIV,OINT,NON_PREFERRED
ANORECTAL AGENTS,LIDOCAINE HCL/HYDROCORTISONE ACETATE,CREA,NON_PREFERRED
ANORECTAL AGENTS,LIDOCAINE HYDROCHLORIDE/HYDROCORTISONE ACETATE,CREA,NON_PREFERRED
ANORECTAL AGENTS,LIDOCORT,CREA,NON_PREFERRED
ANORECTAL AGENTS,LIDOCAINE HCL-HYDROCORTISONE ACETATE WITH ALOE,GEL ,NON_PREFERRED
ANORECTAL AGENTS,ANA-LEX,KIT ,NON_PREFERRED
ANORECTAL AGENTS,LIDOCAINE HCL/HYDROCORTISONE ACETATE,KIT ,NON_PREFERRED
ANORECTAL AGENTS,PROCTOFOAM HC,FOAM,NON_PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,ALPRAZOLAM INTENSOL,CONC,PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,ALPRAZOLAM,TABS,PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,XANAX,TABS,NON_PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,ALPRAZOLAM ER,TB24,NON_PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,ALPRAZOLAM XR,TB24,NON_PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,XANAX XR,TB24,NON_PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,ALPRAZOLAM ODT,TBDP,NON_PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,CHLORDIAZEPOXIDE HCL,CAPS,PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,CHLORDIAZEPOXIDE HYDROCHLORIDE,CAPS,PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,CLORAZEPATE DIPOTASSIUM,TABS,PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,DIAZEPAM,CONC,PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,DIAZEPAM INTENSOL,CONC,PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,DIAZEPAM,SOLN,PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,DIAZEPAM,TABS,PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,LORAZEPAM,CONC,PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,LORAZEPAM INTENSOL,CONC,PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,LOREEV XR,CS24,NON_PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,ATIVAN,TABS,NON_PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,LORAZEPAM,TABS,PREFERRED
ANTIANXIETY AGENTS : BENZODIAZEPINES,OXAZEPAM,CAPS,PREFERRED
ANTIANXIETY AGENTS : MISC,BUSPIRONE HCL,TABS,PREFERRED
ANTIANXIETY AGENTS : MISC,BUSPIRONE HYDROCHLORIDE,TABS,PREFERRED
ANTIANXIETY AGENTS : MISC,HYDROXYZINE HYDROCHLORIDE,SYRP,PREFERRED
ANTIANXIETY AGENTS : MISC,HYDROXYZINE HCL,TABS,PREFERRED
ANTIANXIETY AGENTS : MISC,HYDROXYZINE HYDROCHLORIDE,TABS,PREFERRED
ANTIANXIETY AGENTS : MISC,HYDROXYZINE PAMOATE,CAPS,PREFERRED
ANTIANXIETY AGENTS : MISC,VISTARIL,CAPS,NON_PREFERRED
ANTIANXIETY AGENTS : MISC,MEPROBAMATE,TABS,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,COMBIVENT RESPIMAT,AERS,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,IPRATROPIUM BROMIDE/ALBUTEROL SULFATE,SOLN,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,DUAKLIR PRESSAIR,AEPB,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,BREYNA,AERO,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,BUDESONIDE/FORMOTEROL FUMARATE DIHYDRATE,AERO,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,SYMBICORT,AERO,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,BEVESPI AEROSPHERE,AERO,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,ADVAIR DISKUS,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,AIRDUO RESPICLICK 113/14,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,AIRDUO RESPICLICK 232/14,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,AIRDUO RESPICLICK 55/14,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,FLUTICASONE PROPIONATE/SALMETEROL,AEPB,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,FLUTICASONE PROPIONATE/SALMETEROL DISKUS,AEPB,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,WIXELA INHUB,AEPB,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,ADVAIR HFA,AERO,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,FLUTICASONE PROPIONATE/SALMETEROL HFA,AERO,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,AIRDUO DIGIHALER 113/14,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,AIRDUO DIGIHALER 232/14,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,BREO ELLIPTA,AEPB,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,FLUTICASONE FUROATE/VILANTEROL ELLIPTA,AEPB,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,AIRSUPRA,AERO,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,DULERA,AERO,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,STIOLTO RESPIMAT,AERS,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,ANORO ELLIPTA,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,BREZTRI AEROSPHERE,AERO,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,TRELEGY ELLIPTA,AEPB,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ANTICHOLINERGICS,TUDORZA PRESSAIR,AEPB,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ANTICHOLINERGICS,IPRATROPIUM BROMIDE,SOLN,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ANTICHOLINERGICS,ATROVENT HFA,AERS,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ANTICHOLINERGICS,YUPELRI,SOLN,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ANTICHOLINERGICS,SPIRIVA RESPIMAT,AERS,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ANTICHOLINERGICS,SPIRIVA HANDIHALER,CAPS,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ANTICHOLINERGICS,TIOTROPIUM BROMIDE,CAPS,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ANTICHOLINERGICS,INCRUSE ELLIPTA,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ANTICHOLINERGICS,CROMOLYN SODIUM,NEBU,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,PROAIR RESPICLICK,AEPB,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,ALBUTEROL SULFATE HFA,AERS,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,VENTOLIN HFA,AERS,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,ALBUTEROL SULFATE,NEBU,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,ALBUTEROL SULFATE,SYRP,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,ALBUTEROL SULFATE,TABS,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,PROAIR DIGIHALER,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,ARFORMOTEROL TARTRATE,NEBU,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,BROVANA,NEBU,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,FORMOTEROL FUMARATE,NEBU,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,PERFOROMIST,NEBU,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,LEVALBUTEROL,NEBU,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,LEVALBUTEROL HCL,NEBU,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,LEVALBUTEROL HYDROCHLORIDE,NEBU,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,LEVALBUTEROL TARTRATE HFA,AERO,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,XOPENEX HFA,AERO,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,STRIVERDI RESPIMAT,AERS,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,SEREVENT DISKUS,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,TERBUTALINE SULFATE,TABS,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : LEUKOTRIENE MODULATORS,ZYFLO,TABS,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : LEUKOTRIENE MODULATORS,ZILEUTON ER,TB12,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : LEUKOTRIENE MODULATORS,MONTELUKAST SODIUM,CHEW,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : LEUKOTRIENE MODULATORS,SINGULAIR,CHEW,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : LEUKOTRIENE MODULATORS,MONTELUKAST SODIUM,PACK,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : LEUKOTRIENE MODULATORS,SINGULAIR,PACK,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : LEUKOTRIENE MODULATORS,MONTELUKAST SODIUM,TABS,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : LEUKOTRIENE MODULATORS,SINGULAIR,TABS,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : LEUKOTRIENE MODULATORS,ACCOLATE,TABS,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : LEUKOTRIENE MODULATORS,ZAFIRLUKAST,TABS,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MISC,THEO-24,CP24,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MISC,THEOPHYLLINE,ELIX,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MISC,THEOPHYLLINE,SOLN,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MISC,THEOPHYLLINE ER,TB12,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MISC,THEOPHYLLINE ER,TB24,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MISC,DALIRESP,TABS,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MISC,ROFLUMILAST,TABS,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,XOLAIR,SOAJ,PREFERRED_WITH_PA
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,XOLAIR,SOLR,PREFERRED_WITH_PA
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,XOLAIR,SOSY,PREFERRED_WITH_PA
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,FASENRA PEN,SOAJ,PREFERRED_WITH_PA
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,FASENRA,SOSY,PREFERRED_WITH_PA
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,NUCALA,SOAJ,PREFERRED_WITH_PA
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,NUCALA,SOLR,PREFERRED_WITH_PA
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,NUCALA,SOSY,PREFERRED_WITH_PA
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,CINQAIR,SOLN,PREFERRED_WITH_PA
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,TEZSPIRE,SOAJ,PREFERRED_WITH_PA
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,TEZSPIRE,SOSY,PREFERRED_WITH_PA
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,CIBINQO,TABS,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,OPZELURA,CREA,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,DUPIXENT,SOAJ,PREFERRED_WITH_PA
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,DUPIXENT,SOSY,PREFERRED_WITH_PA
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,EBGLYSS,SOAJ,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,EBGLYSS,SOSY,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,ADBRY,SOAJ,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,ADBRY,SOSY,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,QVAR REDIHALER,AERB,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,PULMICORT FLEXHALER,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,BUDESONIDE,SUSP,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,PULMICORT,SUSP,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,ALVESCO,AERS,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,ARNUITY ELLIPTA,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,FLOVENT DISKUS,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,FLUTICASONE PROPIONATE DISKUS,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,ARMONAIR DIGIHALER,AEPB,NON_PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,FLOVENT HFA,AERO,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,FLUTICASONE PROPIONATE HFA,AERO,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,ASMANEX TWISTHALER 120 METERED DOSES,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,ASMANEX TWISTHALER 14 METERED DOSES,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,ASMANEX TWISTHALER 30 METERED DOSES,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,ASMANEX TWISTHALER 60 METERED DOSES,AEPB,PREFERRED
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : STEROID INHALANTS,ASMANEX HFA,AERO,NON_PREFERRED
ANTIBIOITICS : FLUOROQUINOLONES,CIPRO,SUSR,NON_PREFERRED
ANTIBIOITICS : FLUOROQUINOLONES,CIPROFLOXACIN,SUSR,PREFERRED
ANTIBIOITICS : FLUOROQUINOLONES,CIPRO,TABS,NON_PREFERRED
ANTIBIOITICS : FLUOROQUINOLONES,CIPROFLOXACIN HCL,TABS,PREFERRED
ANTIBIOITICS : FLUOROQUINOLONES,CIPROFLOXACIN HYDROCHLORIDE,TABS,PREFERRED
ANTIBIOITICS : FLUOROQUINOLONES,BAXDELA,TABS,NON_PREFERRED
ANTIBIOITICS : FLUOROQUINOLONES,LEVOFLOXACIN,SOLN,PREFERRED
ANTIBIOITICS : FLUOROQUINOLONES,LEVOFLOXACIN,TABS,PREFERRED
ANTIBIOITICS : FLUOROQUINOLONES,MOXIFLOXACIN HYDROCHLORIDE,TABS,PREFERRED
ANTIBIOITICS : FLUOROQUINOLONES,OFLOXACIN,TABS,NON_PREFERRED
ANTIBIOTICS : AMINOGLYCOSIDES ,NEOMYCIN SULFATE,TABS,PREFERRED
ANTIBIOTICS : AMINOGLYCOSIDES ,PAROMOMYCIN SULFATE,CAPS,PREFERRED
ANTIBIOTICS : AMINOGLYCOSIDES - INHALED,ARIKAYCE,SUSP,NON_PREFERRED
ANTIBIOTICS : AMINOGLYCOSIDES - INHALED,TOBI PODHALER,CAPS,NON_PREFERRED
ANTIBIOTICS : AMINOGLYCOSIDES - INHALED,BETHKIS,NEBU,NON_PREFERRED
ANTIBIOTICS : AMINOGLYCOSIDES - INHALED,KITABIS PAK,NEBU,PREFERRED
ANTIBIOTICS : AMINOGLYCOSIDES - INHALED,TOBI,NEBU,NON_PREFERRED
ANTIBIOTICS : AMINOGLYCOSIDES - INHALED,TOBRAMYCIN,NEBU,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,SULFADIAZINE,TABS,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,SOLOSEC,PACK,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,FLAGYL,CAPS,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,METRONIDAZOLE,CAPS,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,LIKMEZ,SUSP,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,METRONIDAZOLE,TABS,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,NEBUPENT,SOLR,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,PENTAMIDINE ISETHIONATE,SOLR,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,AEMCOLO,TBEC,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,XIFAXAN,TABS,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,TINIDAZOLE,TABS,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,TRIMETHOPRIM,TABS,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,CAYSTON,SOLR,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,CLEOCIN,CAPS,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,CLINDAMYCIN HCL,CAPS,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,CLINDAMYCIN HYDROCHLORIDE,CAPS,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,CLEOCIN PEDIATRIC GRANULES,SOLR,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,CLINDAMYCIN PALMITATE HYDROCHLORIDE,SOLR,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,LINEZOLID,SUSR,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,ZYVOX,SUSR,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,LINEZOLID,TABS,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,ZYVOX,TABS,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,SIVEXTRO,TABS,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,VANCOCIN,CAPS,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,VANCOMYCIN HYDROCHLORIDE,CAPS,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,FIRVANQ,SOLR,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,VANCOMYCIN HYDROCHLORIDE,SOLR,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,DAPSONE,TABS,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,ATOVAQUONE,SUSP,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,MEPRON,SUSP,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,LAMPIT,TABS,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,NITAZOXANIDE,TABS,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,FOSFOMYCIN TROMETHAMINE,PACK,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,METHENAMINE MANDELATE,TABS,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,METHENAMINE HIPPURATE,TABS,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,NITROFURANTOIN,SUSP,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,NITROFURANTOIN MACROCRYSTALS,CAPS,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,MACROBID,CAPS,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,NITROFURANTOIN MONOHYDRATE,CAPS,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,NITROFURANTOIN MONOHYDRATE/MACROCRYSTALS,CAPS,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,SULFAMETHOXAZOLE/TRIMETHOPRIM,SUSP,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,SULFATRIM PEDIATRIC,SUSP,PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,BACTRIM,TABS,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,BACTRIM DS,TABS,NON_PREFERRED
ANTIBIOTICS : ANTI-INFECTIVE AGENTS ,SULFAMETHOXAZOLE/TRIMETHOPRIM,TABS,PREFERRED
