therapeutic_class,status,pdl_name
DIABETES,Non-Preferred,Insulin Lispro-aabc Vial (Lyumjev)
DIABETES,Non-Preferred,"Insulin Lispro Protamine/Insulin Lispro Pen, Vial (Humalog Mix)"
DIABETES,Non-Preferred,"Insulin Isophane (NPH)/Insulin Regular Pen OTC, Vial OTC (Novolin 70/30)"
DIABETES,Non-Preferred,"Insulin Human Pen OTC, Vial OTC (Novolin N; Novolin R)"
DIABETES,Non-Preferred,Insulin Human in 0.9% Sodium Chloride Piggyback IV (Myxredlin)
DIABETES,Non-Preferred,Insulin Human Inhalation Powder Cartridge (Afrezza)
DIABETES,Non-Preferred,Insulin Human Pen OTC (Humulin N Kwikpen)
DIABETES,Non-Preferred,Canagliflozin Tablet (Invokana)
DIABETES,Non-Preferred,"Canagliflozin/Metformin ER Tablet, Tablet (Invokamet XR; Invokamet)"
DIABETES,Non-Preferred,Dapagliflozin Tablet (Farxiga)
DIABETES,Non-Preferred,Dapagliflozin/Metformin ER Tablet (Xigduo XR)
DIABETES,Non-Preferred,Empagliflozin/Metformin ER Tablet (Synjardy XR)
DIABETES,Non-Preferred,Ertugliflozin Tablet (Steglatro)
DIABETES,Non-Preferred,Ertugliflozin/Metformin Tablet (Segluromet)
DIABETES,Non-Preferred,Sotagliflozin Tablet (Inpefa)
DIABETES,Non-Preferred,Glimepiride 3mg Tablet (Generic)
DIABETES,Non-Preferred,Glipizide ER (Glucotrol XL)
DIABETES,Non-Preferred,Pioglitazone Tablet (Actos)
DIABETES,Non-Preferred,Pioglitazone/Glimepiride Tablet (AG)
DIABETES,Non-Preferred,Pioglitazone/Metformin Tablet (Generic; Actoplus Met)
DIABETES,Non-Preferred,Metformin ER Tablet (Generic for Fortamet)
DIABETES,Non-Preferred,Metformin ER Tablet (Generic; Glumetza)
DIABETES,Non-Preferred,Metformin Solution (Generic; Riomet)
DIABETES,Non-Preferred,Metformin Tablet 625mg (Generic)
DIABETES,Non-Preferred,Metformin Tablet 750mg (Generic)
DIGESTIVE DISORDERS,Non-Preferred,Amisulpride Vial (Barhemsys)
DIGESTIVE DISORDERS,Non-Preferred,"Aprepitant Capsule, Pack (Generic; Emend; Emend TriPack)"
DIGESTIVE DISORDERS,Non-Preferred,Aprepitant Powder for Oral Suspension Packet (Emend)
DIGESTIVE DISORDERS,Non-Preferred,"Aprepitant Vial (Aponvie, Cinvanti)"
DIGESTIVE DISORDERS,Non-Preferred,Dimenhydrinate Vial (Generic)
DIGESTIVE DISORDERS,Non-Preferred,Doxylamine/Pyridoxine Tablet (AG; Generic; Diclegis)
DIGESTIVE DISORDERS,Non-Preferred,Doxylamine/Pyridoxine Tablet (Bonjesta)
DIGESTIVE DISORDERS,Non-Preferred,Dronabinol Oral (AG; Generic; Marinol)
DIGESTIVE DISORDERS,Non-Preferred,Fosaprepitant Dimeglumine Vial (AG; Generic; Emend)
DIGESTIVE DISORDERS,Non-Preferred,Fosaprepitant Dimeglumine Vial (Focinvez)
DIGESTIVE DISORDERS,Non-Preferred,Fosnetupitant/Palonosetron Vial (Akynzeo)
DIGESTIVE DISORDERS,Non-Preferred,"Granisetron Tablet, Vial (Generic)"
DIGESTIVE DISORDERS,Non-Preferred,Granisetron ER Syringe (Sustol)
DIGESTIVE DISORDERS,Non-Preferred,Granisetron Transdermal Patch (Sancuso)
DIGESTIVE DISORDERS,Non-Preferred,Meclizine Tablet (Antivert)
DIGESTIVE DISORDERS,Non-Preferred,Metoclopramide Syringe (Generic)
DIGESTIVE DISORDERS,Non-Preferred,Metoclopramide Tablet (Reglan)
DIGESTIVE DISORDERS,Non-Preferred,Metoclopramide Nasal (Gimoti)
DIGESTIVE DISORDERS,Non-Preferred,Netupitant/Palonosetron HCl Capsule (Akynzeo)
DIGESTIVE DISORDERS,Non-Preferred,"Ondansetron ODT 16mg, Syringe (Generic)"
DIGESTIVE DISORDERS,Non-Preferred,Palonosetron Vial (Generic for Aloxi)
DIGESTIVE DISORDERS,Non-Preferred,Prochlorperazine Rectal (Generic; Compro)
DIGESTIVE DISORDERS,Non-Preferred,Prochlorperazine Vial (Generic)
DIGESTIVE DISORDERS,Non-Preferred,"Promethazine Ampule, Vial (Phenergan)"
DIGESTIVE DISORDERS,Non-Preferred,Promethazine Suppository 50mg (Generic)
DIGESTIVE DISORDERS,Non-Preferred,Scopolamine Transdermal (Transderm-Scop)
DIGESTIVE DISORDERS,Non-Preferred,Trimethobenzamide Vial (Tigan)
DIGESTIVE DISORDERS,Non-Preferred,Trimethobenzamide Capsule (Generic)
DIGESTIVE DISORDERS,Non-Preferred,Chenodiol Tablet (Chenodal)
DIGESTIVE DISORDERS,Non-Preferred,Cholic Acid Capsule (Cholbam)
DIGESTIVE DISORDERS,Non-Preferred,Elafibranor Tablet (Iqirvo)
DIGESTIVE DISORDERS,Non-Preferred,Maralixibat Solution (Livmarli)
DIGESTIVE DISORDERS,Non-Preferred,Obeticholic Acid Tablet (Ocaliva)
DIGESTIVE DISORDERS,Non-Preferred,"Odevixibat Capsule, Pellet (Bylvay)"
DIGESTIVE DISORDERS,Non-Preferred,Seladelpar Capsule (Livdelzi)
DIGESTIVE DISORDERS,Non-Preferred,Ursodiol Capsule (Reltone)
DIGESTIVE DISORDERS,Non-Preferred,Ursodiol Tablet (URSO 250/URSO Forte)
DIGESTIVE DISORDERS,Non-Preferred,"Cimetidine Solution, Tablet (Generic)"
DIGESTIVE DISORDERS,Non-Preferred,Famotidine Piggyback (Generic)
DIGESTIVE DISORDERS,Non-Preferred,Famotidine Tablet (Pepcid)
DIGESTIVE DISORDERS,Non-Preferred,Famotidine Vial (Generic)
DIGESTIVE DISORDERS,Non-Preferred,Nizatidine Capsule (Generic)
DIGESTIVE DISORDERS,Non-Preferred,Pancrelipase (Pertzye)
DIGESTIVE DISORDERS,Non-Preferred,Pancrelipase (Viokace)
DIGESTIVE DISORDERS,Non-Preferred,Dexlansoprazole Capsule (AG; Generic; Dexilant)
DIGESTIVE DISORDERS,Non-Preferred,Esomeprazole Capsule (Generic; Nexium)
DIGESTIVE DISORDERS,Non-Preferred,Esomeprazole Suspension (Nexium)
DIGESTIVE DISORDERS,Non-Preferred,Lansoprazole Capsule (Prevacid)
DIGESTIVE DISORDERS,Non-Preferred,Lansoprazole ODT (Prevacid SoluTab)
DIGESTIVE DISORDERS,Non-Preferred,Omeprazole Granules for Suspension (Prilosec)
DIGESTIVE DISORDERS,Non-Preferred,Omeprazole/Sodium Bicarbonate for Oral Suspension (Konvomep)
DIGESTIVE DISORDERS,Non-Preferred,"Omeprazole/Sodium Bicarbonate Rx Capsule, Packet (Generic; Zegerid)"
DIGESTIVE DISORDERS,Non-Preferred,Pantoprazole Tablet (Protonix)
DIGESTIVE DISORDERS,Non-Preferred,Pantoprazole Suspension (Generic; Protonix)
DIGESTIVE DISORDERS,Non-Preferred,Rabeprazole Tablet (Generic for AcipHex)
DIGESTIVE DISORDERS,Non-Preferred,Balsalazide Capsule (Colazal)
DIGESTIVE DISORDERS,Non-Preferred,Budesonide Rectal Foam (Generic; Uceris)
DIGESTIVE DISORDERS,Non-Preferred,Budesonide DR Tablet (AG; Generic; Uceris)
DIGESTIVE DISORDERS,Non-Preferred,Mesalamine DR Tablet (Generic for Asacol HD)
DIGESTIVE DISORDERS,Non-Preferred,Mesalamine DR Capsule (AG; Generic; Delzicol)
DIGESTIVE DISORDERS,Non-Preferred,Mesalamine Enema (Rowasa; sfRowasa; Generic for sfRowasa)
DIGESTIVE DISORDERS,Non-Preferred,Mesalamine ER Capsule (Apriso)
DIGESTIVE DISORDERS,Non-Preferred,Mesalamine Kit (Generic; Rowasa)
DIGESTIVE DISORDERS,Non-Preferred,Mesalamine DR Tablet MMX (AG; Generic; Lialda)
DIGESTIVE DISORDERS,Non-Preferred,Mesalamine ER Capsule (Generic; Pentasa)
DIGESTIVE DISORDERS,Non-Preferred,Mesalamine Suppositories (Canasa)
DIGESTIVE DISORDERS,Non-Preferred,Olsalazine Capsule (Dipentum)
DIGESTIVE DISORDERS,Non-Preferred,"Sulfasalazine DR Tablet, Tablet (Azulfidine EN-Tabs; Azulfidine)"
ENZYME REPLACEMENT,Non-Preferred,Eliglustat Capsule (Cerdelga)
ENZYME REPLACEMENT,Non-Preferred,Imiglucerase 400-unit Vial (Cerezyme)
ENZYME REPLACEMENT,Non-Preferred,Miglustat Capsule (AG; Generic; Zavesca)
ENZYME REPLACEMENT,Non-Preferred,Taliglucerase alfa Vial (Elelyso)
ENZYME REPLACEMENT,Non-Preferred,Velaglucerase alfa 400-unit Vial (Vpriv)
"EPINEPHRINE, SELF-ADMINISTERED",Non-Preferred,"Epinephrine 0.15 mg, 0.3 mg Auto-Injector (AG for Adrenaclick)"
"EPINEPHRINE, SELF-ADMINISTERED",Non-Preferred,Epinephrine Nasal Spray (Neffy)
"EPINEPHRINE, SELF-ADMINISTERED",Non-Preferred,Epinephrine Syringe (Symjepi)
"GI MOTILITY, CHRONIC",Non-Preferred,Alosetron Tablet (AG; Generic; Lotronex)
"GI MOTILITY, CHRONIC",Non-Preferred,Eluxadoline Tablet (Viberzi)
"GI MOTILITY, CHRONIC",Non-Preferred,Lubiprostone Capsule (Amitiza)
"GI MOTILITY, CHRONIC",Non-Preferred,Methylnaltrexone Tablet (Relistor)
"GI MOTILITY, CHRONIC",Non-Preferred,Naldemedine Tablet (Symproic)
"GI MOTILITY, CHRONIC",Non-Preferred,Naloxegol Tablet (Movantik)
"GI MOTILITY, CHRONIC",Non-Preferred,Prucalopride Tablet (Generic; Motegrity)
"GI MOTILITY, CHRONIC",Non-Preferred,Tenapanor Tablet (Ibsrela)
"GLUCOCORTICOIDS, ORAL",Non-Preferred,Budesonide DR Capsule (Tarpeyo)
"GLUCOCORTICOIDS, ORAL",Non-Preferred,Budesonide Suspension Packet (Eohilia)
"GLUCOCORTICOIDS, ORAL",Non-Preferred,Cortisone Acetate (Generic)
"GLUCOCORTICOIDS, ORAL",Non-Preferred,"Deflazacort Suspension, Tablet (Emflaza)"
"GLUCOCORTICOIDS, ORAL",Non-Preferred,Dexamethasone Tablet (Hemady)
"GLUCOCORTICOIDS, ORAL",Non-Preferred,Dexamethasone Tablet Therapy Pack (Taperdex)
"GLUCOCORTICOIDS, ORAL",Non-Preferred,"Dexamethasone Elixir, Intensol Concentrate, Solution, Tablet Dose Pack (Generic)"
"GLUCOCORTICOIDS, ORAL",Non-Preferred,Hydrocortisone Tablet (Cortef)
"GLUCOCORTICOIDS, ORAL",Non-Preferred,Hydrocortisone Capsule (Alkindi Sprinkle)
"GLUCOCORTICOIDS, ORAL",Non-Preferred,"Methylprednisolone Tablet, Dose Pack (Medrol)"
"GLUCOCORTICOIDS, ORAL",Non-Preferred,"Methylprednisolone Tablet 4 mg, 8 mg, 16 mg, 32 mg (Generic)"
"GLUCOCORTICOIDS, ORAL",Non-Preferred,Prednisolone Tablet (Generic; Millipred)
"GLUCOCORTICOIDS, ORAL",Non-Preferred,Prednisolone Tablet Dose Pack (Millipred)
"GLUCOCORTICOIDS, ORAL",Non-Preferred,Prednisolone Sodium Phosphate 10 mg/5 mL (Generic Millipred)
"GLUCOCORTICOIDS, ORAL",Non-Preferred,Prednisolone Sodium Phosphate 20 mg/5 mL (Generic Veripred)
"GLUCOCORTICOIDS, ORAL",Non-Preferred,Prednisolone Sodium Phosphate ODT (AG; Generic)
"GLUCOCORTICOIDS, ORAL",Non-Preferred,Prednisone Delayed Release Tablet (Rayos)
"GLUCOCORTICOIDS, ORAL",Non-Preferred,"Prednisone Intensol Concentrate, Solution, Tablet Dose Pack (Generic)"
GOUT AGENTS,Non-Preferred,Allopurinol Tablet 200mg (AG)
GOUT AGENTS,Non-Preferred,Colchicine Capsule (AG; Generic; Mitigare)
GOUT AGENTS,Non-Preferred,Colchicine Solution (Gloperba)
GOUT AGENTS,Non-Preferred,Colchicine Tablet (Colcrys)
GOUT AGENTS,Non-Preferred,Febuxostat Tablet (Uloric)
GOUT AGENTS,Non-Preferred,Pegloticase Intravenous (Krystexxa)
GROWTH DEFICIENCY,Non-Preferred,Lonapegsomatropin-tcgd Cartridge (Skytrofa)
GROWTH DEFICIENCY,Non-Preferred,Somapacitan-beco Pen (Sogroya)
GROWTH DEFICIENCY,Non-Preferred,Somatrogon-ghla Pen (Ngenla)
GROWTH DEFICIENCY,Non-Preferred,Somatropin Cartridge (Humatrope)
GROWTH DEFICIENCY,Non-Preferred,Somatropin Pen (Nutropin AQ NuSpin)
GROWTH DEFICIENCY,Non-Preferred,"Somatropin Cartridge, Vial (Omnitrope)"
GROWTH DEFICIENCY,Non-Preferred,Somatropin Vial (Serostim)
GROWTH DEFICIENCY,Non-Preferred,Somatropin Vial (Zomacton)
GROWTH FACTORS,Non-Preferred,Mecasermin Subcutaneous (Increlex)
GROWTH FACTORS,Non-Preferred,Tesamorelin Acetate Subcutaneous (Egrifta SV)
GROWTH FACTORS,Non-Preferred,Vosoritide Vial (Voxzogo)
H. PYLORI TREATMENT,Non-Preferred,Bismuth Subcitrate /Metronidazole/Tetracycline (Pylera)
H. PYLORI TREATMENT,Non-Preferred,Lansoprazole/Amoxicillin/Clarithromycin (Generic for Prevpac)
H. PYLORI TREATMENT,Non-Preferred,Omeprazole/Clarithromycin/Amoxicillin (Omeclamox-Pak)
H. PYLORI TREATMENT,Non-Preferred,Vonoprazan Tablet (Voquezna)
H. PYLORI TREATMENT,Non-Preferred,Vonoprazan/Amoxicillin (Voquezna DualPak)
H. PYLORI TREATMENT,Non-Preferred,Vonoprazan/Amoxicillin/Clarithromycin (Voquezna TriplePak)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Dabigatran Capsule, Pellet Pack (Pradaxa)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Dalteparin Syringe, Vial (Fragmin)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Edoxaban Tablet (Savaysa)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Enoxaparin Syringe, Vial (Lovenox)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Fondaparinux Syringe (Generic; Arixtra)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Rivaroxaban Suspension, Tablet (Xarelto)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Clopidogrel Tablet (Plavix)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Prasugrel Tablet (Effient)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Aliskiren (AG; Generic; Tekturna)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Azilsartan Medoxomil (Edarbi)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Azilsartan/Chlorthalidone (Edarbyclor)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Candesartan (AG; Generic; Atacand)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Candesartan/HCTZ (AG; Generic; Atacand HCT)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Captopril (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Captopril/HCTZ (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Enalapril Solution, Tablet (Epaned; Vasotec)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Enalapril/HCTZ (Vaseretic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Eprosartan (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Irbesartan (Avapro)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Irbesartan/HCTZ (Avalide)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Lisinopril Solution (Qbrelis)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Lisinopril (Zestril)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Lisinopril/HCTZ (Zestoretic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Losartan (Cozaar)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Losartan/HCTZ (Hyzaar)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Moexipril (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Olmesartan (Benicar)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Olmesartan/HCTZ (Benicar HCT)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Perindopril (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Quinapril (Generic; Accupril)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Quinapril/HCTZ (AG; Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Ramipril (Altace)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Sacubitril/Valsartan Oral Pellet (Entresto Sprinkle)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Telmisartan (Generic; Micardis)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Telmisartan/HCTZ (Generic; Micardis HCT)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Trandolapril (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Valsartan (Diovan)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Valsartan Solution (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Valsartan/HCTZ (Diovan HCT)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Amlodipine/Benazepril (Lotrel)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Amlodipine/Olmesartan (Azor)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Amlodipine/Olmesartan/HCTZ (AG; Generic; Tribenzor)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Amlodipine/Valsartan (Exforge)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Amlodipine/Valsartan/HCTZ (Generic; Exforge HCT)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Telmisartan/Amlodipine (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Trandolapril/Verapamil (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Atenolol Tablet (Tenormin)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Betaxolol Tablet (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Carvedilol ER Capsule (AG; Generic for Coreg CR)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Metoprolol Succinate Capsule (Kapspargo Sprinkle)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Metoprolol Succinate ER Tablet (Toprol XL)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Metoprolol Tartrate Tablet (Lopressor)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Metoprolol/HCTZ Tablet (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Nebivolol Tablet (Bystolic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Pindolol Tablet (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Propranolol ER Capsule (Inderal XL)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Propranolol ER Capsule (Innopran XL)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Propranolol LA Capsule (Inderal LA)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Propranolol/HCTZ Tablet (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Sotalol Solution (Sotylize)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Timolol Maleate Tablet (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Amlodipine Solution (Norliqva)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Amlodipine Suspension (Katerzia)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Amlodipine Tablet (Norvasc)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Diltiazem CD (Cardizem CD; Cardizem CD 360 mg; Tiazac)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Diltiazem LA Tablet (AG; Generic; Cardizem LA; Matzim LA)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Isradipine Capsule (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Levamlodipine Tablet (AG)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Nicardipine Capsule (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Nifedipine ER Tablet (Procardia XL)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Nimodipine Capsule, Solution (Generic)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Nimodipine Oral Syringe, Solution (Nymalize)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Nisoldipine ER Tablet (Generic; Sular)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Verapamil 360 mg Capsule (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Verapamil ER PM Capsule (AG; Generic for Verelan PM)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Verapamil ER Capsule (Generic for Verelan)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Verapamil SR Capsule (AG)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Alirocumab Subcutaneous Pen (Praluent)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Bempedoic Acid Tablet (Nexletol)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Bempedoic Acid and Ezetimibe Tablet (Nexlizet)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Cholestyramine/Sucrose Packet, Powder (Questran)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Colesevelam Powder Pack (AG; Generic; Welchol)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Colesevelam Tablet (Welchol)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Colestipol Granules, Tablet (Colestid)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Evinacumab-dgnb Vial (Evkeeza)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Ezetimibe Tablet (Zetia)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Fenofibrate Capsule Micronized (AG; Generic for Antara)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Fenofibrate Capsule (Generic; Lipofen)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Fenofibrate Tablet (AG; Generic for Fenoglide)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Fenofibrate Tablet Nanocrystallized Tablet 48mg, 145mg (Tricor)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Fenofibric Acid Tablet (Generic for Fibricor)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Fenofibric Acid Choline Capsule (AG; Generic; Trilipix)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Gemfibrozil Tablet (Lopid)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Inclisiran Syringe (Leqvio)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Lomitapide Capsule (Juxtapid)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Olezarsen Auto-Injector (Tryngolza)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Ambrisentan Tablet (Letairis)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Bosentan Suspension, Tablet (Tracleer)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Iloprost Inhalation Solution (Ventavis)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Macitentan Tablet (Opsumit)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Macitentan and Tadalafil Tablet (Opsynvi)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Riociguat Tablet (Adempas)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Selexipag Tablet, Dose Pack (Uptravi)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Sildenafil Suspension, Tablet (Revatio)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Tadalafil Suspension (Tadliq)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Tadalafil Tablet (Adcirca)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Treprostinil ER Tablet, Titration Kit (Orenitram ER; Orenitram Month 1/2/3)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,"Treprostinil Inhalation Powder, Inhalation Solution (Tyvaso DPI; Tyvaso)"
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Amlodipine/Atorvastatin Tablet (AG; Generic; Caduet)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Atorvastatin Calcium (Atorvaliq)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Atorvastatin Tablet (Lipitor)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Ezetimibe/Simvastatin Tablet (Vytorin)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Fluvastatin Capsule (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Fluvastatin ER Tablet (AG; Generic; Lescol XL)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Lovastatin ER Tablet (Altoprev)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Pitavastatin Tablet (Generic; Livalo)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Pitavastatin Tablet (Zypitamag)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Rosuvastatin Tablet (Crestor)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Rosuvastatin Capsule (Ezallor Sprinkle)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Simvastatin Tablet (Flolipid; Zocor)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Clonidine ER Suspension (AG for Nexiclon)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Methyldopate HCl (Intravenous)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Methyldopa/HCTZ Tablet (Generic)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Isosorbide Dinitrate Tablet (Isordil)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Isosorbide Dinitrate/Hydralazine Tablet (BiDil)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Nitroglycerin Translingual Spray (AG; Generic; Nitrolingual)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Nitroglycerin Transdermal Patch (Nitro-Dur)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Nitroglycerin Sublingual Tablet (Nitrostat)
"HEART DISEASE, HYPERLIPIDEMIA",Non-Preferred,Vericiguat Tablet (Verquvo)
"HEMATOLOGIC AGENTS, HEMATOPOIETIC AGENTS",Non-Preferred,Epoetin alfa-epbx Vial (Retacrit) [by Vifor]
"HEMATOLOGIC AGENTS, HEMATOPOIETIC AGENTS",Non-Preferred,Epoetin alfa Vial (Procrit)
"HEMATOLOGIC AGENTS, HEMATOPOIETIC AGENTS",Non-Preferred,Luspatercept-aamt Vial (Reblozyl)
