pdl_name,status,therapeutic_class
esomeprazole strontium cap generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
KONVOMEP,Non-Preferred,GASTROINTESTINAL MEDICATIONS
lansoprazole generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
NEXIUM GRANULES/SUSPENSION,Preferred,GASTROINTESTINAL MEDICATIONS
omeprazole generic,Preferred,GASTROINTESTINAL MEDICATIONS
omeprazole/sodium bicarbonate caps generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
pantoprazole generic,Preferred,GASTROINTESTINAL MEDICATIONS
pantoprazole inj. vials generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
PREVACID SOLUTAB,Non-Preferred,GASTROINTESTINAL MEDICATIONS
PRILOSEC POWDER,Non-Preferred,GASTROINTESTINAL MEDICATIONS
PROTONIX PAK,Non-Preferred,GASTROINTESTINAL MEDICATIONS
rabeprazole tabs generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
ZEGERID POWDER,Non-Preferred,GASTROINTESTINAL MEDICATIONS
HELIDAC,Non-Preferred,GASTROINTESTINAL MEDICATIONS
lansoprazole/amoxicillin/clarithromycin generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
OMECLAMOX-PAK,Non-Preferred,GASTROINTESTINAL MEDICATIONS
PYLERA,Preferred,GASTROINTESTINAL MEDICATIONS
TALICIA,Non-Preferred,GASTROINTESTINAL MEDICATIONS
VOQUEZNA,Non-Preferred,GASTROINTESTINAL MEDICATIONS
AEMCOLO,Non-Preferred,GASTROINTESTINAL MEDICATIONS
alosetron generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
ANALPRAM-HC 1-1% CREAM,Non-Preferred,GASTROINTESTINAL MEDICATIONS
APRISO,Preferred,GASTROINTESTINAL MEDICATIONS
balsalazide generic,Preferred,GASTROINTESTINAL MEDICATIONS
budesonide SR caps generic,Preferred,GASTROINTESTINAL MEDICATIONS
BYLVAY,Non-Preferred,GASTROINTESTINAL MEDICATIONS
CHENODAL,Non-Preferred,GASTROINTESTINAL MEDICATIONS
chlordiazepoxide-clidinium generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
CHOLBAM,Preferred,GASTROINTESTINAL MEDICATIONS
CLENPIQ,Non-Preferred,GASTROINTESTINAL MEDICATIONS
CORTIFOAM,Preferred,GASTROINTESTINAL MEDICATIONS
DIPENTUM,Non-Preferred,GASTROINTESTINAL MEDICATIONS
cromolyn sodium oral conc. 100mg/5ml generic,Preferred,GASTROINTESTINAL MEDICATIONS
DARTISLA ODT,Non-Preferred,GASTROINTESTINAL MEDICATIONS
DELZICOL,Preferred,GASTROINTESTINAL MEDICATIONS
diphenoxylate-atropine generic,Preferred,GASTROINTESTINAL MEDICATIONS
enulose generic,Preferred,GASTROINTESTINAL MEDICATIONS
EOHILIA,Non-Preferred,GASTROINTESTINAL MEDICATIONS
FULYZAQ,Non-Preferred,GASTROINTESTINAL MEDICATIONS
GATTEX,Non-Preferred,GASTROINTESTINAL MEDICATIONS
generlac generic,Preferred,GASTROINTESTINAL MEDICATIONS
GIAZO,Non-Preferred,GASTROINTESTINAL MEDICATIONS
GIMOTI,Non-Preferred,GASTROINTESTINAL MEDICATIONS
GOLYTELY,Preferred,GASTROINTESTINAL MEDICATIONS
GLYCATE,Non-Preferred,GASTROINTESTINAL MEDICATIONS
glycopyrrolate tab generic,Preferred,GASTROINTESTINAL MEDICATIONS
glycopyrrolate injection generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
glycopyrrolate injection PF prefilled syringe generic,Preferred,GASTROINTESTINAL MEDICATIONS
GLYRX-PF,Preferred,GASTROINTESTINAL MEDICATIONS
hc pramoxine cream 1-1% generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
hydrocortisone acetate cream generic,Preferred,GASTROINTESTINAL MEDICATIONS
IBSRELA,Non-Preferred,GASTROINTESTINAL MEDICATIONS
IQIRVO,Non-Preferred,GASTROINTESTINAL MEDICATIONS
KRISTALOSE,Non-Preferred,GASTROINTESTINAL MEDICATIONS
lactulose generic,Preferred,GASTROINTESTINAL MEDICATIONS
LIALDA,Preferred,GASTROINTESTINAL MEDICATIONS
LINZESS,Preferred,GASTROINTESTINAL MEDICATIONS
LIVDELZI,Non-Preferred,GASTROINTESTINAL MEDICATIONS
LIVMARLI,Non-Preferred,GASTROINTESTINAL MEDICATIONS
LOTRONEX,Non-Preferred,GASTROINTESTINAL MEDICATIONS
lubiprostone generic,Preferred,GASTROINTESTINAL MEDICATIONS
mesalamine enema generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
mesalamine kit generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
mesalamine suppositories generic,Preferred,GASTROINTESTINAL MEDICATIONS
mesalamine tab generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
methscopolamine generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
metoclopramide generic,Preferred,GASTROINTESTINAL MEDICATIONS
MOTEGRITY,Non-Preferred,GASTROINTESTINAL MEDICATIONS
MOTOFEN,Non-Preferred,GASTROINTESTINAL MEDICATIONS
MOVANTIK,Non-Preferred,GASTROINTESTINAL MEDICATIONS
MOVIPREP,Preferred,GASTROINTESTINAL MEDICATIONS
MYTESI,Non-Preferred,GASTROINTESTINAL MEDICATIONS
NULYTELY,Preferred,GASTROINTESTINAL MEDICATIONS
OCALIVA,Preferred,GASTROINTESTINAL MEDICATIONS
OPIUM TINCTURE,Non-Preferred,GASTROINTESTINAL MEDICATIONS
PENTASA,Preferred,GASTROINTESTINAL MEDICATIONS
PERTZYE,Non-Preferred,GASTROINTESTINAL MEDICATIONS
PLENVU,Non-Preferred,GASTROINTESTINAL MEDICATIONS
pramcort cream 1-1% generic,Preferred,GASTROINTESTINAL MEDICATIONS
PRAMOSONE CREAM 1%,Preferred,GASTROINTESTINAL MEDICATIONS
PROCORT,Non-Preferred,GASTROINTESTINAL MEDICATIONS
PROCTOFOAM-HC,Preferred,GASTROINTESTINAL MEDICATIONS
propantheline generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
REBYOTA,Non-Preferred,GASTROINTESTINAL MEDICATIONS
RECTIV OINT 0.4%,Non-Preferred,GASTROINTESTINAL MEDICATIONS
RELISTOR,Non-Preferred,GASTROINTESTINAL MEDICATIONS
RELTONE,Non-Preferred,GASTROINTESTINAL MEDICATIONS
REZDIFFRA,Non-Preferred,GASTROINTESTINAL MEDICATIONS
SFROWASA,Non-Preferred,GASTROINTESTINAL MEDICATIONS
"sodium/potassium/magnesium sulfate oral soln. 
generic",Non-Preferred,GASTROINTESTINAL MEDICATIONS
SUCLEAR,Preferred,GASTROINTESTINAL MEDICATIONS
SUFLAVE,Preferred,GASTROINTESTINAL MEDICATIONS
sulfasalazine generic,Preferred,GASTROINTESTINAL MEDICATIONS
SUTAB,Preferred,GASTROINTESTINAL MEDICATIONS
SYMPROIC,Non-Preferred,GASTROINTESTINAL MEDICATIONS
TRULANCE,Non-Preferred,GASTROINTESTINAL MEDICATIONS
ursodiol caps generic,Preferred,GASTROINTESTINAL MEDICATIONS
ursodiol tabs generic,Preferred,GASTROINTESTINAL MEDICATIONS
VIBERZI,Non-Preferred,GASTROINTESTINAL MEDICATIONS
VIOKACE,Non-Preferred,GASTROINTESTINAL MEDICATIONS
VOWST,Non-Preferred,GASTROINTESTINAL MEDICATIONS
XERMELO,Preferred,GASTROINTESTINAL MEDICATIONS
ZENPEP,Preferred,GASTROINTESTINAL MEDICATIONS
z-pram cream generic (hydrocortisone acetate w/pramoxine 2.35-1%),Non-Preferred,GASTROINTESTINAL MEDICATIONS
ACTIMMUNE,Preferred,IMMUNOLOGICALS
ALFERON N,Preferred,IMMUNOLOGICALS
ALVAIZ,Non-Preferred,IMMUNOLOGICALS
ARANESP,Non-Preferred,IMMUNOLOGICALS
BENLYSTA SUBCUTANEOUS SOLN.,Preferred,IMMUNOLOGICALS
BESREMI,Preferred,IMMUNOLOGICALS
BIVIGAM,Non-Preferred,IMMUNOLOGICALS
CUTAQUIG,Non-Preferred,IMMUNOLOGICALS
CUVITRU,Non-Preferred,IMMUNOLOGICALS
CYTOGAM,Preferred,IMMUNOLOGICALS
DOPTELET,Preferred,IMMUNOLOGICALS
EPOGEN,Preferred,IMMUNOLOGICALS
FLEBOGAMMA/DIF,Non-Preferred,IMMUNOLOGICALS
FULPHILA,Non-Preferred,IMMUNOLOGICALS
FYLNETRA,Preferred,IMMUNOLOGICALS
"GAMASTAN, -S/D",Non-Preferred,IMMUNOLOGICALS
GAMMAGARD/SD,Preferred,IMMUNOLOGICALS
GAMMAKED,Non-Preferred,IMMUNOLOGICALS
GAMMAPLEX,Non-Preferred,IMMUNOLOGICALS
GAMUNEX-C,Preferred,IMMUNOLOGICALS
"GRANIX 300mcg/0.5ml, 480mcg/0.8ml syringes (non needle guard)",Non-Preferred,IMMUNOLOGICALS
HEPAGAM B,Non-Preferred,IMMUNOLOGICALS
HIZENTRA,Preferred,IMMUNOLOGICALS
HYQVIA,Non-Preferred,IMMUNOLOGICALS
INTRON A,Preferred,IMMUNOLOGICALS
LEUKINE,Preferred,IMMUNOLOGICALS
MIRCERA,Non-Preferred,IMMUNOLOGICALS
MOZOBIL,Preferred,IMMUNOLOGICALS
MULPLETA,Preferred,IMMUNOLOGICALS
NEULASTA,Non-Preferred,IMMUNOLOGICALS
NEUPOGEN,Preferred,IMMUNOLOGICALS
NIVESTYM,Non-Preferred,IMMUNOLOGICALS
NPLATE,Non-Preferred,IMMUNOLOGICALS
NYVEPRIA,Preferred,IMMUNOLOGICALS
OCTAGAM,Non-Preferred,IMMUNOLOGICALS
PANZYGA,Non-Preferred,IMMUNOLOGICALS
PRIVIGEN,Non-Preferred,IMMUNOLOGICALS
PROCRIT,Non-Preferred,IMMUNOLOGICALS
PROLEUKIN,Preferred,IMMUNOLOGICALS
PROMACTA,Preferred,IMMUNOLOGICALS
RELEUKO,Non-Preferred,IMMUNOLOGICALS
RETACRIT,Preferred,IMMUNOLOGICALS
ROLVEDON,Non-Preferred,IMMUNOLOGICALS
STIMUFEND,Non-Preferred,IMMUNOLOGICALS
SYNAGIS,Preferred,IMMUNOLOGICALS
TAVALISSE,Non-Preferred,IMMUNOLOGICALS
UDENYCA,Non-Preferred,IMMUNOLOGICALS
XEMBIFY,Non-Preferred,IMMUNOLOGICALS
XOLREMDI,Preferred,IMMUNOLOGICALS
ZARXIO,Non-Preferred,IMMUNOLOGICALS
ZIEXTENZO,Non-Preferred,IMMUNOLOGICALS
EGRIFTA SV,Non-Preferred,IMMUNOLOGICALS
GENOTROPIN,Preferred,IMMUNOLOGICALS
HUMATROPE,Non-Preferred,IMMUNOLOGICALS
NGENLA,Non-Preferred,IMMUNOLOGICALS
NORDITROPIN,Preferred,IMMUNOLOGICALS
NUTROPIN AQ,Non-Preferred,IMMUNOLOGICALS
OMNITROPE,Non-Preferred,IMMUNOLOGICALS
SAIZEN,Non-Preferred,IMMUNOLOGICALS
SEROSTIM,Non-Preferred,IMMUNOLOGICALS
SKYTROFA,Non-Preferred,IMMUNOLOGICALS
SOGROYA,Non-Preferred,IMMUNOLOGICALS
ZOMACTON,Non-Preferred,IMMUNOLOGICALS
ZORBTIVE,Non-Preferred,IMMUNOLOGICALS
INCRELEX,Non-Preferred,IMMUNOLOGICALS
VOXZOGO,Preferred,IMMUNOLOGICALS
celecoxib generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
diclofenac w/misoprostol generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
diclofenac epolamine patch 1.3% generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
diclofenac potassium cap generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
diclofenac sodium er tab generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
diclofenac solution 1.5%,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
diflunisal generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
DUEXIS,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
etodolac er tab generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
"fenoprofen calcium cap, tab generic",Non-Preferred,MUSCULOSKELETAL MEDICATIONS
generic NSAIDs (unless listed otherwise),Preferred,MUSCULOSKELETAL MEDICATIONS
indomethacin er cap generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
indomethacin IR generic,Preferred,MUSCULOSKELETAL MEDICATIONS
ketoprofen er generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
meclofenamate sodium cap generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
mefenamic acid generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
"meloxicam caps, -suspension generic",Non-Preferred,MUSCULOSKELETAL MEDICATIONS
meloxicam tablets generic,Preferred,MUSCULOSKELETAL MEDICATIONS
NALFON,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
NAPRELAN,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
naproxen dr tab generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
naproxen sodium cr tab (generic for Naprelan),Non-Preferred,MUSCULOSKELETAL MEDICATIONS
naproxen suspension generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
oxaprozin tab generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
PENNSAID,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
RELAFEN DS,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
salsalate generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
VIMOVO,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
ACTEMRA,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
CUPRIMINE,Preferred,MUSCULOSKELETAL MEDICATIONS
OLUMIANT,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
OTEZLA,Preferred,MUSCULOSKELETAL MEDICATIONS
OTREXUP,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
RASUVO,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
REDITREX,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
XATMEP,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
"XELJANZ IR TAB (5MG, 10MG)",Preferred,MUSCULOSKELETAL MEDICATIONS
XELJANZ SOLN,Preferred,MUSCULOSKELETAL MEDICATIONS
XELJANZ XR - requires LOMN after at least a 30day trial of Xeljanz (IR-5MG),Preferred,MUSCULOSKELETAL MEDICATIONS
allopurinol 100mg generic,Preferred,MUSCULOSKELETAL MEDICATIONS
colchicine tab generic,Preferred,MUSCULOSKELETAL MEDICATIONS
febuxostat generic,Preferred,MUSCULOSKELETAL MEDICATIONS
GLOPERBA,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
MITIGARE,Preferred,MUSCULOSKELETAL MEDICATIONS
probenecid generic,Preferred,MUSCULOSKELETAL MEDICATIONS
probenecid/colchicine generic,Preferred,MUSCULOSKELETAL MEDICATIONS
AMRIX,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
"baclofen 10mg, 20mg generic",Preferred,MUSCULOSKELETAL MEDICATIONS
baclofen inj. generic,Preferred,MUSCULOSKELETAL MEDICATIONS
baclofen suspension 25mg/5ml generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
baclofen solution generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
carisoprodol 250mg generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
carisoprodol 350mg generic,Preferred,MUSCULOSKELETAL MEDICATIONS
carisoprodol w/aspirin and codeine generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
chlorzoxazone generic,Preferred,MUSCULOSKELETAL MEDICATIONS
"cyclobenzaprine 5mg, 10mg generic",Preferred,MUSCULOSKELETAL MEDICATIONS
cyclobenzaprine 7.5mg generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
dantrolene sodium,Preferred,MUSCULOSKELETAL MEDICATIONS
FEXMID,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
GABLOFEN INJ.,Preferred,MUSCULOSKELETAL MEDICATIONS
LIORESAL INJ.,Preferred,MUSCULOSKELETAL MEDICATIONS
LYVISPAH,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
metaxalone generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
methocarbamol generic,Preferred,MUSCULOSKELETAL MEDICATIONS
NORGESIC FORTE,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
orphenadrine generic,Preferred,MUSCULOSKELETAL MEDICATIONS
orphenadrine/aspirin/caffeine generic,Preferred,MUSCULOSKELETAL MEDICATIONS
THERABENZAPR PAK -60,Preferred,MUSCULOSKELETAL MEDICATIONS
tizanidine caps generic,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
tizanidine tabs generic,Preferred,MUSCULOSKELETAL MEDICATIONS
ZANAFLEX CAPS,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
EXSERVAN,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
RADICAVA ORS,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
RELYVRIO,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
riluzole generic,Preferred,MUSCULOSKELETAL MEDICATIONS
TIGLUTIK,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
SOHONOS,Non-Preferred,MUSCULOSKELETAL MEDICATIONS
ACCRUFER,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
aluminum hydroxide generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
AURYXIA,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
calcitriol generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
calcium acetate caps,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
calcium acetate tabs,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
calcium carbonate generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
calcium carbonate/glycine generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
calcium lactate,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
DIALYVITE/ZINC,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
DIALYVITE SUPREME D,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
docusate sodium/calcium,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
DOJOLVI,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
doxercalciferol generic,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ergocalciferol generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
FERIVA 21/7,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
FERRETTES FE CHEW TABS,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ferric gluconate injection generic,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ferumoxytol generic,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
folic acid 1mg generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
INFED,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
INJECTAFER,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
INTRALIPID,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
KABIVEN,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
lanthanum chew tab generic,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
levocarnitine generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
magnesium carbonate generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
MAGNEBIND,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
MONOFERRIC,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
MULTRYS,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
NEPHPLEX RX,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
NEPHRON FA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
NUTRILIPID,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
OMEGAVEN,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
"paricalcitol 1mcg, 2mcg generic",Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
paricalcitol 4mcg generic,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
PERIKABIVEN,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
pyridoxine (vitamin B-6) inj. generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
RAYALDEE,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ROCALTROL,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
SENSIPAR,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
sevelamer 400mg generic,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
sevelamer carbonate tabs generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
sevelamer powder packet generic,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
SMOFLIPID,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
sodium bicarbonate generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
thiamine (vitamin B-1) generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
TRALEMENT,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
VELPHORO,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
VENOFER,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
vitamin B complex generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
vitamin B-12 injection generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
YORVIPATH,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ELIQUIS,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
phytonadione generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
PRADAXA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
PRADAXA PAK,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
SAVAYSA,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
warfarin sodium generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
XARELTO SUSPENSION,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
XARELTO TABS,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
enoxaparin syringe and vial generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
fondaparinux generic,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
FRAGMIN SYRINGE,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
FRAGMIN 2500U VIAL,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
heparin generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
aspirin (enteric coated),Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
aspirin/dipyridamole generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
BRILINTA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
cilostazol generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
clopidogrel generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
dipyridamole generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ticlopidine generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
prasugrel generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ZONTIVITY,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
CUVRIOR,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
deferasirox sprinkles generic,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
"deferasirox tabs, -tabs for oral susp.",Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
DEPEN TITRATABS,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
FERPRX 2-DAY,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
FERRIPROX,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
trientine 250mg caps generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ADVATE,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ADYNOVATE,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
AFSTYLA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ALPHANATE,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ALPHANINE,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ALPROLIX,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ALTUVIIIO,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
BEBULINE,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
BENEFIX,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ELOCTATE,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ESPEROCT,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
FEIBA,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
HEMLIBRA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
HEMOFIL,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
HUMATE-P,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
IDELVION,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
IXINITY,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
JIVI,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
KOGENATE FS,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
KOVALTRY,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
MONONINE,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
NOVOEIGHT,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
NOVOSEVEN RT,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
NUWIQ,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
PROFILNINE,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
REBINYN,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
RECOMBINATE,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
RIXUBIS,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
SEVENFACT,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
TRETTEN,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
VONVENDI,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
WILATE,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
