therapeutic_class,capsule_name,pdl_name,Unnamed: 3
DERMATOLOGICALS : ANTIPSORIATICS,"Selarsdi Crohn's Disease (adult), prefilled syringe",SELARSDI Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Selarsdi Crohn's Disease (adult), subcutaneous vial",SELARSDI Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Selarsdi Plaque Psoriasis (adult), prefilled syringe",SELARSDI Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Selarsdi Plaque Psoriasis (adult), subcutaneous vial",SELARSDI Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Selarsdi Plaque Psoriasis (pediatric), prefilled syringe",SELARSDI Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Selarsdi Plaque Psoriasis (pediatric), subcutaneous vial",SELARSDI Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Selarsdi Psoriatic Arthritis (adult), subcutaneous vial",SELARSDI Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Selarsdi Psoriatic Arthritis (pediatric), subcutaneous vial",SELARSDI Solution Prefilled Syringe,
MULTIVITAMINS : PRENATAL VITAMINS,Select-Ob + Dha,SELECT-OB+DHA Miscellaneous,
MULTIVITAMINS : PRENATAL VITAMINS,Select-Ob Tab Chew,SELECT-OB Tablet Chewable,
ANTIVIRALS : ANTIRETROVIRALS (HIV),Selzentry,SELZENTRY Tablet,
ANTIDIABETICS : INSULIN,Semglee,SEMGLEE Solution,
ANTIPSYCHOTICS / ANTIMANIC AGENTS : DIBENZAPINES,Seroquel,SEROQUEL Tablet,
ANTIPSYCHOTICS / ANTIMANIC AGENTS : DIBENZAPINES,Seroquel XR,SEROQUEL XR Tablet Extended Release 24 HR*,
GASTROINTESTINAL AGENTS : PHOSPHATE BINDER AGENTS,Sevelamer carbonate tablets,SEVELAMER CARBONATE Tablet,
GASTROINTESTINAL AGENTS : PHOSPHATE BINDER AGENTS,Sevelamer hydrochloride tablets,SEVELAMER HYDROCHLORIDE Tablet,
HEMATOLOGICAL AGENTS : ANTIHEMOPHILIC PRODUCTS,SevenFACT,SEVENFACT Solution Reconstituted,
CARDIOVASCULAR AGENTS : PULMONARY HYPERTENSION,Sildenafil 20 mg,SILDENAFIL Solution,
CARDIOVASCULAR AGENTS : PULMONARY HYPERTENSION,Sildenafil oral suspension,SILDENAFIL CITRATE Suspension Reconstituted,
DERMATOLOGICALS : ANTIPSORIATICS,Siliq,SILIQ Solution Prefilled Syringe,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Simlandi Ankylosing Spondylitis,SIMLANDI Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Simlandi Crohn’s Disease (adult),SIMLANDI Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Simlandi Crohn’s Disease (pediatric),SIMLANDI Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Simlandi Hidradenitis Suppurativa,SIMLANDI Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Simlandi Plaque Psoriasis (adult),SIMLANDI Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Simlandi Polyarticular Juvenile Idiopathic Arthritis (PJIA),SIMLANDI Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Simlandi Psoriatic Arthritis (adult),SIMLANDI Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Simlandi Rheumatoid Arthritis,SIMLANDI Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Simlandi Ulcerative Colitis (adult),SIMLANDI Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Simlandi Uveitis (adult),SIMLANDI Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,"Simponi Ankylosing Spondylitis, Aria",SIMPONI ARIA Solution,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,"Simponi Ankylosing Spondylitis, prefilled syringe",SIMPONI Solution Prefilled Syringe,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,"Simponi Aria, Polyarticular Juvenile Idiopathic Arthritis (PJIA)",SIMPONI Solution Prefilled Syringe,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,"Simponi Aria, Psoriatic Arthritis (pediatric)",SIMPONI ARIA Solution,
DERMATOLOGICALS : ANTIPSORIATICS,"Skyrizi Crohn’s Disease (adult), prefilled syringe",SKYRIZI Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Skyrizi Crohn’s Disease (adult), vial",SKYRIZI Prefilled Syringe Kit,
DERMATOLOGICALS : ANTIPSORIATICS,"Skyrizi Plaque Psoriasis (adult), prefilled pen",SKYRIZI PEN Solution Auto-injector,
DERMATOLOGICALS : ANTIPSORIATICS,"Skyrizi Plaque Psoriasis (adult), prefilled syringe",SKYRIZI Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Skyrizi Ulcerative Colitis (adult), vial",SKYRIZI Prefilled Syringe Kit,
ENDOCRINE AND METABOLIC AGENTS : GROWTH HORMONES,Skytrofa,SKYTROFA Cartridge,
CONTRACEPTIVES : PROGESTIN CONTRACEPTIVES,Slynd,SLYND Tablet,
ENDOCRINE AND METABOLIC AGENTS : MISC,Sodium Phenylbutyrate powder,SODIUM PHENYLBUTYRATE Powder,
ENDOCRINE AND METABOLIC AGENTS : MISC,Sodium Phenylbutyrate tablet,SODIUM PHENYLBUTYRATE Tablet,
MISCELLANEOUS THERAPEUTIC CLASSES,Sodium Polystyrene Sulfonate,SODIUM POLYSTYRENE SULFONATE Powder,
ANTIVIRALS : HEPATITIS C AGENTS,Sofosbuvir / Velpatasvir,SOFOSBUVIR/VELPATASVIR Tablet,
ENDOCRINE AND METABOLIC AGENTS : GROWTH HORMONES,Sogroya,SOGROYA Solution Pen-injector,
MUSCULOSKELETAL THERAPY AGENTS,Sohonos,SOHONOS Capsule,
ANTIDIABETICS : COMBINATIONS,Soliqua,SOLIQUA 100/33 Solution Pen-injector,
HEMATOLOGICAL AGENTS : MISC,Soliris,SOLIRIS Solution,
ANTIBIOTICS : ANTI-INFECTIVE AGENTS,Solosec,SOLOSEC Packet,
MUSCULOSKELETAL THERAPY AGENTS,Soma,SOMA Tablet,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Sorafenib,SORAFENIB Tablet,
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,Sorine,SORINE Tablet,
DERMATOLOGICALS : ANTIPSORIATICS,Sotyktu Plaque Psoriasis (adult),SOTYKTU Tablet,
ANTIVIRALS : HEPATITIS C AGENTS,Sovaldi,SOVALDI Tablet,
DERMATOLOGICALS : SCABICIDES & PEDICULICIDES,Spinosad topical suspension,SPINOSAD Suspension,
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ANTICHOLINERGICS,Spiriva Handihaler inhalation capsule,SPIRIVA HANDIHALER Capsule,
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ANTICHOLINERGICS,Spiriva Respimat inhalation aerosol solution,"SPIRIVA RESPIMAT Aerosol, Solution",
ANTIDEPRESSANTS : MISC,Spravato 56mg,SPRAVATO 56MG DOSE Solution Therapy Pack,
ANTIDEPRESSANTS : MISC,Spravato 84mg,SPRAVATO 84MG DOSE Solution Therapy Pack,
ANTIDIABETICS : SODIUM-GLUCOSE CO-TRANSPORTER 2 (SGLT2) INHIBITORS,Steglatro,STEGLATRO Tablet,
ANTIDIABETICS : COMBINATIONS,Steglujan,STEGLUJAN Tablet,
DERMATOLOGICALS : ANTIPSORIATICS,"Stelara Crohn’s Disease (adult), intravenous vial",STELARA Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Stelara Crohn’s Disease (adult), prefilled syringe",STELARA Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Stelara Crohn’s Disease (adult), subcutaneous vial",STELARA Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Stelara Plaque Psoriasis (adult), prefilled syringe",STELARA Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Stelara Plaque Psoriasis (adult), subcutaneous vial",STELARA Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Stelara Plaque Psoriasis (pediatric), prefilled syringe",STELARA Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Stelara Plaque Psoriasis (pediatric), subcutaneous vial",STELARA Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Stelara Psoriatic Arthritis (adult), subcutaneous vial",STELARA Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Stelara Psoriatic Arthritis (pediatric), subcutaneous vial",STELARA Solution Prefilled Syringe,
HEMATOPOIETIC AGENTS : HEMATOPOIETIC GROWTH FACTORS,Stimufend prefilled syringe,STIMUFEND Solution Prefilled Syringe,
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,Stiolto Respimat,"STIOLTO RESPIMAT Aerosol, Solution",
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Stivarga,STIVARGA Tablet,
ANTIVIRALS : ANTIRETROVIRALS (HIV),Stribild,STRIBILD Tablet,
SUBSTANCE USE DISORDER AGENTS,Sublocade,SUBLOCADE Solution Prefilled Syringe,
SUBSTANCE USE DISORDER AGENTS,Suboxone,SUBOXONE Film,
MIGRAINE PRODUCTS : MISC,Sumatriptan / Naproxen sodium tablet,SUMATRIPTAN/NAPROXEN SODIUM Tablet,
ADHD / ANTI-NARCOLEPSY AGENTS : MISC,Sunosi,SUNOSI Tablet,
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,Symbicort,SYMBICORT Aerosol,
ANTICONVULSANTS,Sympazan oral film,SYMPAZAN Film,
ANTIVIRALS : ANTIRETROVIRALS (HIV),Symtuza,SYMTUZA Tablet,
ENDOCRINE AND METABOLIC AGENTS : MISC,Synarel,SYNAREL Solution,
ANTIDIABETICS : COMBINATIONS,Synjardy,SYNJARDY Tablet,
ANTIDIABETICS : COMBINATIONS,Synjardy XR,SYNJARDY XR Tablet Extended Release 24 HR*,
THYROID AGENTS,Synthroid,SYNTHROID Tablet,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Tabrecta,TABRECTA Tablet,
IMMUNOSUPPRESSIVE AGENTS,Tacrolimus capsule,TACROLIMUS Capsule,
CARDIOVASCULAR AGENTS : MISC,Tadalafil,TADALAFIL Tablet,
CARDIOVASCULAR AGENTS : PULMONARY HYPERTENSION,Tadliq,TADLIQ Suspension,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Tagrisso,TAGRISSO Tablet,
HEMATOLOGICAL AGENTS : MISC,Takhzyro prefilled syringe,TAKHZYRO Solution Prefilled Syringe,
HEMATOLOGICAL AGENTS : MISC,Takhzyro vial,TAKHZYRO Solution Prefilled Syringe,
ULCER DRUGS / ANTISPASMODICS / ANTICHOLINERGICS : MISC,Talicia,TALICIA Capsule Delayed Release,
DERMATOLOGICALS : ANTIPSORIATICS,Taltz,TALTZ Solution Prefilled Syringe,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Talzenna,TALZENNA Capsule,
ANTIVIRALS : MISC,Tamiflu,TAMIFLU Capsule,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Tarceva,TARCEVA Tablet,
CORTICOSTEROIDS,Tarpeyo,TARPEYO Capsule Delayed Release,
HEMATOLOGICAL AGENTS : MISC,Tavalisse,TAVALISSE Tablet,
HEMATOLOGICAL AGENTS : MISC,Tavneos,TAVNEOS Capsule,
CONTRACEPTIVES : COMBINATION CONTRACEPTIVES,Taytulla,TAYTULLA Capsule,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Tazverik,TAZVERIK Tablet,
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,Tecfidera (Dimethyl Fumarate) DR capsule,TECFIDERA Capsule Delayed Release,
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,Telmisartan,TELMISARTAN Tablet,
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,Teriflunomide,TERIFLUNOMIDE Tablet,
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,Tetrabenazine,TETRABENAZINE Tablet,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Tibsovo,TIBSOVO Tablet,
ANTIVIRALS : ANTIRETROVIRALS (HIV),Tivicay,TIVICAY Tablet,
ANTIBIOTICS : AMINOGLYCOSIDES - INHALED,Tobi Podhaler,TOBI PODHALER Capsule,
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,Tobradex ST ophthalmic suspension,TOBRADEX ST Suspension,
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,Tobramycin,TOBRAMYCIN Solution,
ANTICONVULSANTS,Topamax Sprinkle,TOPAMAX SPRINKLE Capsule Sprinkle,
ANTICONVULSANTS,Topiramate tablet,TOPIRAMATE Tablet,
ANTIDIABETICS : INSULIN,Toujeo Max Solostar,TOUJEO MAX SOLOSTAR Solution Pen-injector,
ANTIDIABETICS : INSULIN,Toujeo Solostar,TOUJEO SOLOSTAR Solution Pen-injector,
CARDIOVASCULAR AGENTS : PULMONARY HYPERTENSION,Tracleer,TRACLEER Tablet,
CARDIOVASCULAR AGENTS : PULMONARY HYPERTENSION,Tracleer tablet for oral suspension,TRACLEER Tablet Soluble,
ANTIDIABETICS : DIPEPTIDYL PEPTIDASE-4 (DPP-4) INHIBITORS,Tradjenta,TRADJENTA Tablet,
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ACE INHIBITORS,Trandolapril,TRANDOLAPRIL Tablet,
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,Trelegy Ellipta,"TRELEGY ELLIPTA Aerosol Powder, Breath Activated",
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Tremfya,TREMFYA Solution,
ANTIDIABETICS : INSULIN,"Tresiba FlexTouch, U-100",TRESIBA FLEXTOUCH Solution Pen-injector,
ANTIDIABETICS : INSULIN,"Tresiba FlexTouch, U-200",TRESIBA FLEXTOUCH Solution Pen-injector,
ANTIDIABETICS : INSULIN,Tresiba vial,TRESIBA Solution,
HEMATOLOGICAL AGENTS : ANTIHEMOPHILIC PRODUCTS,Tretten,TRETTEN Solution Reconstituted,
ANTIDEPRESSANTS : MISC,Trintellix,TRINTELLIX Tablet,
ANTIVIRALS : ANTIRETROVIRALS (HIV),Triumeq,TRIUMEQ Tablet,
ANTICONVULSANTS,Trokendi XR ER capsule,TROKENDI XR Capsule Extended Release 24 Hour,
GLUCOSE MONITORING SUPPLIES : DEVICES AND KITS,True Metrix,TRUE METRIX Device,
GLUCOSE MONITORING SUPPLIES : DEVICES AND KITS,True Metrix Air,TRUE METRIX AIR BLOOD GLUCOSE METER/BLUETOOTH Device,
GLUCOSE MONITORING SUPPLIES : TEST STRIPS,True Metrix Test Strips 100 ct,TRUE METRIX BLOOD GLUCOSE TEST STRIP Strip,
GLUCOSE MONITORING SUPPLIES : TEST STRIPS,True Metrix Test Strips 25 ct,TRUE METRIX BLOOD GLUCOSE TEST STRIP Strip,
GLUCOSE MONITORING SUPPLIES : TEST STRIPS,True Metrix Test Strips 50 ct,TRUE METRIX BLOOD GLUCOSE TEST STRIP Strip,
ANTIDIABETICS : INCRETIN MIMETIC AGENTS (GLP-1 RECEPTOR AGONISTS),Trulicity,TRULICITY Solution Auto-injector,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Truqap,TRUQAP Tablet,
ANTIVIRALS : ANTIRETROVIRALS (HIV),Truvada,TRUVADA Tablet,
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ANTICHOLINERGICS,Tudorza Pressair,"TUDORZA PRESSAIR Aerosol Powder, Breath Activated",
GLUCOSE MONITORING SUPPLIES : INSULIN INFUSION DISPOSABLE PUMP,Twiist,TWIIST REFILL KIT Kit,
CONTRACEPTIVES : COMBINATION CONTRACEPTIVES,Twirla,TWIRLA Patch Weekly,
CONTRACEPTIVES : COMBINATION CONTRACEPTIVES,Tyblume,TYBLUME Tablet Chewable,
ANTIVIRALS : ANTIRETROVIRALS (HIV),Tybost,TYBOST Tablet,
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,Tysabri,TYSABRI Concentrate,
CARDIOVASCULAR AGENTS : PULMONARY HYPERTENSION,Tyvaso DPI,TYVASO DPI MAINTENANCE KIT Powder,
CARDIOVASCULAR AGENTS : PULMONARY HYPERTENSION,Tyvaso inhalation solution,TYVASO Solution,
MIGRAINE PRODUCTS : CALCITONIN GENE-RELATED PEPTIDE (CGRP) RECEPTOR ANTAG,Ubrelvy,UBRELVY Tablet,
HEMATOPOIETIC AGENTS : HEMATOPOIETIC GROWTH FACTORS,Udenyca,UDENYCA Solution Prefilled Syringe,
HEMATOLOGICAL AGENTS : MISC,Ultomiris,ULTOMIRIS Solution,
CARDIOVASCULAR AGENTS : PULMONARY HYPERTENSION,Uptravi tablet,UPTRAVI Tablet,
CARDIOVASCULAR AGENTS : PULMONARY HYPERTENSION,Uptravi vial,UPTRAVI Solution Reconstituted,
ANTIPSYCHOTICS / ANTIMANIC AGENTS : BENZISOXAZOLES,Uzedy,UZEDY Suspension Prefilled Syringe,
GLUCOSE MONITORING SUPPLIES : INSULIN INFUSION DISPOSABLE PUMP,V-Go 20,V-GO 20 Kit,
GLUCOSE MONITORING SUPPLIES : INSULIN INFUSION DISPOSABLE PUMP,V-Go 30,V-GO 30 Kit,
GLUCOSE MONITORING SUPPLIES : INSULIN INFUSION DISPOSABLE PUMP,V-Go 40,V-GO 40 Kit,
DERMATOLOGICALS : MISC,Valchlor,VALCHLOR Gel,
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,Valsartan,VALSARTAN Tablet,
ANTICONVULSANTS,Valtoco 10mg,VALTOCO 10 MG DOSE Liquid,
ANTICONVULSANTS,Valtoco 15mg,VALTOCO 15 MG DOSE Liquid Therapy Pack,
ANTICONVULSANTS,Valtoco 20mg,VALTOCO 20 MG DOSE Liquid Therapy Pack,
ANTICONVULSANTS,Valtoco 5mg,VALTOCO 5 MG DOSE Liquid,
VAGINAL PRODUCTS,Vandazole,VANDAZOLE Gel,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Vanflyta,VANFLYTA Tablet,
CARDIOVASCULAR AGENTS : PULMONARY HYPERTENSION,Veletri,VELETRI Solution Reconstituted,
MISCELLANEOUS THERAPEUTIC CLASSES,Veltassa,VELTASSA Packet,
ANTIVIRALS : HEPATITIS B AGENTS,Vemlidy,VEMLIDY Tablet,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : MISC,Venclexta,VENCLEXTA Tablet,
CARDIOVASCULAR AGENTS : PULMONARY HYPERTENSION,Ventavis,VENTAVIS Solution,
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,Ventolin HFA,"VENTOLIN HFA Aerosol, Solution",
OPHTHALMIC AGENTS : MISC,Verkazia,VERKAZIA Emulsion,
ANTIPSYCHOTICS / ANTIMANIC AGENTS : DIBENZAPINES,Versacloz,VERSACLOZ Suspension,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Verzenio,VERZENIO Tablet,
OPHTHALMIC AGENTS : MISC,Vevye ophthalmic solution,VEVYE Solution,
GASTROINTESTINAL AGENTS : MISC,Viberzi,VIBERZI Tablet,
ANTIDIABETICS : INCRETIN MIMETIC AGENTS (GLP-1 RECEPTOR AGONISTS),Victoza,VICTOZA Solution Pen-injector,
ANTICONVULSANTS,Vigabatrin packet for oral solution,VIGABATRIN Packet,
ANTICONVULSANTS,Vigabatrin tablet,VIGABATRIN Tablet,
ANTICONVULSANTS,Vigafyde oral solution,VIGAFYDE Solution,
ANTICONVULSANTS,Vigpoder,VIGPODER Packet,
ANTIDEPRESSANTS : MISC,Viibryd,VIIBRYD Tablet,
ANTICONVULSANTS,Vimpat,VIMPAT Tablet,
ANTIVIRALS : ANTIRETROVIRALS (HIV),Viracept,VIRACEPT Tablet,
ANTIVIRALS : ANTIRETROVIRALS (HIV),Viramune XR,VIRAMUNE XR Tablet Extended Release 24 HR*,
ANTIVIRALS : ANTIRETROVIRALS (HIV),Viread,VIREAD Tablet,
MULTIVITAMINS : PRENATAL VITAMINS,Vitafol Fe+,VITAFOL FE+ Capsule,
MULTIVITAMINS : PRENATAL VITAMINS,Vitafol Nano,VITAFOL-NANO Tablet,
MULTIVITAMINS : PRENATAL VITAMINS,Vitafol Tab Chew,VITAFOL GUMMIES Tablet Chewable,
MULTIVITAMINS : PRENATAL VITAMINS,Vitafol Ultra,VITAFOL ULTRA Capsule,
MULTIVITAMINS : PRENATAL VITAMINS,Vitafol-Ob,VITAFOL-OB Tablet,
MULTIVITAMINS : PRENATAL VITAMINS,Vitafol-One,VITAFOL-ONE Capsule,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Vitrakvi capsule,VITRAKVI Capsule,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Vitrakvi oral solution,VITRAKVI Solution,
SUBSTANCE USE DISORDER AGENTS,Vivitrol,VIVITROL Suspension Reconstituted,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Vizimpro,VIZIMPRO Tablet,
ULCER DRUGS / ANTISPASMODICS / ANTICHOLINERGICS : PROTON PUMP INHIBITORS,Voquezna,VOQUEZNA Tablet,
ULCER DRUGS / ANTISPASMODICS / ANTICHOLINERGICS : MISC,Voquezna Dual Pak,VOQUEZNA DUAL PAK Therapy Pack,
ULCER DRUGS / ANTISPASMODICS / ANTICHOLINERGICS : MISC,Voquezna Triple Pak,VOQUEZNA TRIPLE PAK Therapy Pack,
ANTIVIRALS : HEPATITIS C AGENTS,Vosevi,VOSEVI Tablet,
ANTIPSYCHOTICS / ANTIMANIC AGENTS : MISC,Vraylar Adjunct Treatment of Major Depressive Disorder,VRAYLAR Capsule,
ANTIPSYCHOTICS / ANTIMANIC AGENTS : MISC,Vraylar Bipolar I Disorder,VRAYLAR Capsule,
ANTIPSYCHOTICS / ANTIMANIC AGENTS : MISC,Vraylar Schizophrenia,VRAYLAR Capsule,
DERMATOLOGICALS : ANTIPSORIATICS,Vtama Atopic Dermatitis,VTAMA Cream,
DERMATOLOGICALS : ANTIPSORIATICS,Vtama Plaque Psoriasis,VTAMA Cream,
MIGRAINE PRODUCTS : CALCITONIN GENE-RELATED PEPTIDE (CGRP) RECEPTOR ANTAG,Vyepti,VYEPTI Solution,
DERMATOLOGICALS : MISC,Vyjuvek,VYJUVEK Gel,
CARDIOVASCULAR AGENTS : MISC,Vyndamax,VYNDAMAX Capsule,
CARDIOVASCULAR AGENTS : MISC,Vyndaqel capsule,VYNDAQEL Capsule,
ADHD / ANTI-NARCOLEPSY AGENTS : AMPHETAMINES,Vyvanse capsule,VYVANSE Capsule,
ADHD / ANTI-NARCOLEPSY AGENTS : AMPHETAMINES,Vyvanse chewable tablet,VYVANSE Tablet Chewable,
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,Wainua,WAINUA Solution Auto-injector,
ADHD / ANTI-NARCOLEPSY AGENTS : MISC,Wakix,WAKIX Tablet,
DERMATOLOGICALS : ACNE PRODUCTS,Winlevi,WINLEVI Cream,
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ADRENERGIC COMBINATIONS,Wixela,"WIXELA INHUB Aerosol Powder, Breath Activated",
VAGINAL PRODUCTS,Xaciato,XACIATO Gel,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Xalkori capsule,XALKORI Capsule,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Xalkori sprinkle capsule,XALKORI Capsule Sprinkle,
ANTICOAGULANTS : DIRECT FACTOR XA INHIBITORS & MISC,Xarelto,XARELTO Tablet,
ANTICOAGULANTS : DIRECT FACTOR XA INHIBITORS & MISC,Xarelto 2.5 mg,XARELTO Tablet,
ANTICOAGULANTS : DIRECT FACTOR XA INHIBITORS & MISC,Xarelto oral suspension,XARELTO Suspension Reconstituted,
ANTICOAGULANTS : DIRECT FACTOR XA INHIBITORS & MISC,Xarelto starter pack,XARELTO STARTER PACK Tablet Therapy Pack,
ANTICONVULSANTS,Xcopri,XCOPRI Tablet,
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,Xdemvy,XDEMVY Solution,
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,Xenazine,XENAZINE Tablet,
ANTIDIABETICS : COMBINATIONS,Xigduo XR,XIGDUO XR Tablet Extended Release 24 HR*,
OPHTHALMIC AGENTS : MISC,Xiidra ophthalmic solution,XIIDRA Solution,
ANTIVIRALS : MISC,Xofluza,XOFLUZA Tablet Therapy Pack,
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,Xolair Chronic Rhinosinusitis with Nasal Polyposis,XOLAIR Solution Prefilled Syringe,
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,Xolair Chronic Spontaneous Urticaria (CSU),XOLAIR Solution Prefilled Syringe,
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : MONOCLONAL ANTIBODIES,Xolair IgE-Mediated Food Allergy,XOLAIR Solution Prefilled Syringe,
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : BETA ADRENERGICS,Xopenex HFA,XOPENEX HFA Aerosol,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC - HORMONAL AND RELATED AGENTS,Xtandi,XTANDI Tablet,
