ST,Class
NC,"MISCELLANEOUS: OPIOID DEPENDENCE: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"MISCELLANEOUS: SKELETAL MUSCLE RELAXANTS: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"DISPOSABLE INSULIN DELIVERY DEVICES: SKELETAL MUSCLE RELAXANTS: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"DIABETIC CONTINUOUS GLUCOSE MONITOR SUPPLIES: Continuous Glucose Monitor Transmitters / Receivers / Readers: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"DIABETIC CONTINUOUS GLUCOSE MONITOR SUPPLIES: Continuous Glucose Monitor Sensors: IMMUNOMODULATORS, Atopic Dermatitis"
NH,ANALGESICS - LONG-ACTING OPIOIDS
NH,ANALGESICS - ANTI-INFLAMMATORY - NON-SELECTIVE NSAIDS
NH,ANALGESICS - TRAMADOL AND TRAMADOL-LIKE DERIVATIVES
NH,ANTIBIOTICS - SECOND GENERATION CEPHALOSPORINS
NH,ANTIBIOTICS - THIRD GENERATION CEPHALOSPORINS
NH,ANTIBIOTICS - MACROLIDES
NH,ANTIBIOTICS - SECOND GENERATION QUINOLONES
NH,ANTIBIOTICS - THIRD GENERATION QUINOLONES
NH,ANTIBIOTICS - HERPETIC ANTIVIRALS
NH,ANTIBIOTICS - INHALED
NH,ANTIBIOTICS - VAGINAL
NH,ANTICONVULSANTS - CARBAMAZEPINE DERIVATIVES
NH,ANTICONVULSANTS - FIRST GENERATION
NH,ANTICONVULSANTS - ACUTE TREATMENT
NH,ANTICONVULSANTS - SECOND GENERATION
NH,ANTIFUNGALS
NH,ANTIPARKINSONS AGENTS - DOPAMINE RECEPTOR AGONISTS
NH,ANTIVIRALS - TREATMENTPROPHYLAXIS OF INFLUENZA
NH,ATOPIC DERMATITIS TREATMENTS
NH,BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS
NH,BEHAVIORAL HEALTH - ALZHEIMERS AGENTS
NH,BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS
NH,BEHAVIORAL HEALTH - ANXIOLYTICS
NH,BEHAVIORAL HEALTH - SEROTONIN REUPTAKE INHIBITORS AND COMBOS
NH,BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS
NH,BEHAVIORAL HEALTH - ANTIHYPERKINESIS
NH,CARDIOVASCULAR - ACE INHIBITORS AND COMBINATIONS
NH,CARDIOVASCULAR - ANGIOTENSIN II RECEPTOR BLOCKERS AND COMBINATIONS
NH,CARDIOVASCULAR - ANTIANGINAL AND ANTI-ISCHEMIC
NH,CARDIOVASCULAR - BETA-BLOCKERS AND COMBINATION
NH,CARDIOVASCULAR - CALCIUM CHANNEL BLOCKERS DHP
NH,CARDIOVASCULAR - CALCIUM CHANNEL BLOCKERS NON-DHP AND COMBINATIONS
NH,CARDIOVASCULAR - CHOLESTEROL ABSORPTION INHIBITORS AND COMBINATIONS
NH,CARDIOVASCULAR - STATINS AND COMBINATIONS
NH,CARDIOVASCULAR - HIGH POTENCY STATINS AND COMBINATIONS
NH,CARDIOVASCULAR - TRIGLYCERIDE LOWERING AGENTS
NH,CARDIOVASCULAR - PLATELET INHIBITORS
NH,CARDIOVASCULAR - NIACIN DERIVATIVES
NH,CARDIOVASCULAR - ORAL PULMONARY HYPERTENSION AGENTS
NH,CENTRAL NERVOUS SYSTEM - TRIPTANS
NH,CENTRAL NERVOUS SYSTEM - CALCITONIN GENE-RELATED PEPTIDE INHIBITORS - MIGRAINE AND CLUSTER HEADACHE PREVENTION
NH,CENTRAL NERVOUS SYSTEM - CALCITONIN GENE-RELATED PEPTIDE INHIBITORS - MIGRAINE AND CLUSTER HEADACHE TREATMENT
NH,DISEASE MODIFYING THERAPY
NH,OTHER
NH,CENTRAL NERVOUS SYSTEM - MOVEMENT DISORDERS
NH,DUCHENNE MUSCULAR DYSTROPHY TREATMENTS
NH,ENDOCRINOLOGY - ALPHA-GLUCOSIDASE INHIBITORS
NH,ENDOCRINOLOGY - BIGUANIDES AND COMBOS
NH,ENDOCRINOLOGY - DIPEPTIDYL PEPTIDASE-4 DPP4 INHIBITORS AND COMBINATIONS
NH,ENDOCRINOLOGY - GLUCAGON AGENTS
NH,ENDOCRINOLOGY - GLUCAGON-LIKE PEPTIDE-1 GLP-1 AGONISTS AND COMBINATIONS
NH,ENDOCRINOLOGY - GROWTH HORMONE
NH,ENDOCRINOLOGY - PITUITARY SUPPRESSIVE AGENTS - LHRH
NH,ENDOCRINOLOGY - INSULINS: RAPID ACTING
NH,ENDOCRINOLOGY - INSULINS: SHORT ACTING
NH,ENDOCRINOLOGY - INSULINS: INTERMEDIATE ACTING
NH,ENDOCRINOLOGY - INSULINS: LONG ACTING
NH,ENDOCRINOLOGY - INSULINS: PREMIXED COMBINATIONS
NH,ENDOCRINOLOGY - MEGLITINIDES
NH,ENDOCRINOLOGY - POTASSIUM BINDERS
NH,ENDOCRINOLOGY - SODIUM GLUCOSE CO-TRANSPORTER 2 INHIBITOR AND COMBINATIONS
NH,ENDOCRINOLOGY - THIAZOLIDINEDIONES AND COMBINATIONS
NH,ENDOCRINOLOGY - SECOND GENERATION SULFONYLUREAS AND COMBINATIONS
NH,ENDOCRINOLOGY - WEIGHT MANAGEMENT
NH,GASTROINTESTINAL - ANTIEMETICS
NH,GASTROINTESTINAL - BOWEL DISORDERSGI MOTILITY CHRONIC
NH,GASTROINTESTINAL - HEPATITIS C AGENTSGASTROINTESTINAL - HEPATITIS C AGENTSPEGYLATED INTERFERON ALPHA PRODUCTSPEGYLATED INTERFERON ALPHA PRODUCTS
NH,RIBAVIRIN PRODUCTS
NH,DIRECT ACTING ANTIVIRAL PRODUCTS
NH,GASTROINTESTINAL - PROTON PUMP INHIBITORS AND COMBINATIONS
NH,ORAL
NH,RECTAL
NH,GENITOURINARYRENAL - ALPHA BLOCKERS FOR BENIGN PROSTATIC HYPERPLASIA
NH,GENITOURINARYRENAL - ANDROGEN HORMONE INHIBITORS
NH,GENITOURINARYRENAL - ELECTROLYTE DEPLETERS
NH,GENITOURINARYRENAL - URINARY ANTISPASMODICS
NH,HEMATOLOGIC - ANTICOAGULANTS
NH,HEMATOLOGIC - COLONY STIMULATING FACTORS
NH,HEMATOLOGIC - HEMATOPOIETIC AGENTS
NH,HEMATOLOGIC - SICKLE CELL GENE THERAPY
NH,IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS
NH,MISCELLANEOUS - PANCREATIC ENZYMES
NH,MISCELLANEOUS - SKELETAL MUSCLE RELAXANTS
NH,MISCELLANEOUS - SMOKING CESSATION
NH,MISCELLANEOUS - TOPICAL ANDROGENIC AGENTS
NH,OPHTHALMICGLAUCOMA - ALPHA 2 ADRENERGIC AGENTS
NH,OPHTHALMICGLAUCOMA - BETA BLOCKER AGENTS
NH,OPHTHALMICGLAUCOMA - CARBONIC ANHYDRASE INHIBITORS
NH,OPHTHALMICGLAUCOMA - PROSTAGLANDIN AGONISTS
NH,OPHTHALMICGLAUCOMA - RHO KINASE INHIBITOR
NH,OPHTHALMICANTIHISTAMINES - ANTIHISTAMINES
NH,OPHTHALMICANTIBIOTIC - QUINOLONES
NH,OPHTHALMIC - NONSTEROIDAL ANTIINFLAMMATORY
NH,OPHTHALMIC - ANTIINFLAMMATORYIMMUNOMODULATORS
NH,OPIATE DEPENDENCE TREATMENTOPIATE DEPENDENCE TREATMENTBUPRENORPHINE - CONTAINING ORALBUPRENORPHINE - CONTAINING ORAL
NH,BUPRENORPHINE - CONTAINING INJECTABLE
NH,OPIOID REVERSAL AGENTS
NH,OSTEOPOROSIS - BISPHOSPHONATES
NH,OSTEOPOROSIS - NASAL CALCITONINS
NH,OTICANTIBIOTIC - QUINOLONES AND COMBINATIONS
NH,RESPIRATORY - CHRONIC OBSTRUCTIVE PULMONARY DISEASE COPD
NH,RESPIRATORY - LEUKOTRIENE MODIFIERS
NH,RESPIRATORY - SHORT ACTING BETA ADRENERGICS AND COMBINATIONS - INHALERSNEBS
NH,RESPIRATORY - LONG ACTING BETA ADRENERGICS AND COMBINATIONS - INHALERSNEBS
NH,RESPIRATORY - INHALED CORTICOSTEROIDS
NH,RESPIRATORY - INHALED CORTICOSTEROIDS ADRENERGIC AND COMBINATIONS
NH,RESPIRATORY - NASAL ANTIHISTAMINES AND COMBINATIONS
NH,RESPIRATORY - NASAL CORTICOSTEROIDS AND COMBINATIONS
NH,RESPIRATORY - LOW SEDATING ANTIHISTAMINES
NH,RESPIRATORY - IDIOPATHIC PULMONARY FIBROSIS
NH,RESPIRATORY - ASTHMA IMMUNOMODULATORS
NH,SELF-INJECTION EPINEPHRINE
NH,SPINAL MUSCULAR ATROPHY
NH,TOPICAL - ANTIPARASITICS
NH,TOPICAL - STEROIDSTOPICAL - STEROIDSVERY HIGH POTENCYVERY HIGH POTENCY
NH,TOPICAL - STEROIDSTOPICAL - STEROIDSVERY HIGH POTENCYVERY HIGH POTENCY: HIGH POTENCY
NH,TOPICAL - STEROIDSTOPICAL - STEROIDSVERY HIGH POTENCYVERY HIGH POTENCY: MEDIUM POTENCY
NH,TOPICAL - STEROIDSTOPICAL - STEROIDSVERY HIGH POTENCYVERY HIGH POTENCY: LOW POTENCY
NH,TOPICAL - TOPICAL AGENTS FOR PSORIASIS
NH,TOPICAL - TOPICAL COMBINATION BENZOYL PEROXIDE AND CLINDAMYCIN PRODUCTS
NH,TOPICAL - TOPICAL RETINOIDS
NH,TOPICAL - TOPICAL ANTIVIRALS
NH,TOPICAL - TOPICAL ANTIBIOTICS
NH,UREA CYCLE DISORDERS ORAL
NH,UTERINE DISORDER TREATMENTS
OH,Analgesic Agents: Gout: 
OH,Analgesic Agents: NSAIDS: 
OH,Analgesic Agents: Opioids: SHORT-ACTING
OH,Analgesic Agents: Opioids: LONG-ACTING
OH,"Blood Formation, Coagulation, and Thrombosis Agents: Colony Stimulating Factors: "
OH,"Blood Formation, Coagulation, and Thrombosis Agents: Hematopoietic Agents: "
OH,"Blood Formation, Coagulation, and Thrombosis Agents: Hemophilia A, von Willebrand Disease, and Factor XIII Deficiency* LEGACY CATEGORY: "
OH,"Blood Formation, Coagulation, and Thrombosis Agents: Hemophilia B* LEGACY CATEGORY: "
OH,"Blood Formation, Coagulation, and Thrombosis Agents: Heparin-Related Preparations: "
OH,"Blood Formation, Coagulation, and Thrombosis Agents: Oral Anticoagulants: "
OH,"Blood Formation, Coagulation, and Thrombosis Agents: Oral Antiplatelet: "
OH,"Cardiovascular Agents: Angina, Hypertension and Heart Failure: ACE INHIBITORS/DIURETICS/COMBINATIONS"
OH,"Cardiovascular Agents: Angina, Hypertension and Heart Failure: ARBs/DIURETICS/COMBINATIONS"
OH,Cardiovascular Agents: Antiarrhythmics: 
OH,Cardiovascular Agents: Lipotropics: BILE ACID SEQUESTRANTS
OH,Cardiovascular Agents: Lipotropics: FIBRIC ACID DERIVATIVES
OH,Cardiovascular Agents: Lipotropics: PCSK9 INHIBITORS
OH,Cardiovascular Agents: Lipotropics: STATINS/COMBINATIONS
OH,Cardiovascular Agents: Lipotropics: OTHER
OH,Cardiovascular Agents: Pulmonary Arterial Hypertension* LEGACY CATEGORY: ENDOTHELIN RECEPTOR ANTAGONISTS
OH,Cardiovascular Agents: Pulmonary Arterial Hypertension* LEGACY CATEGORY: PDE5 INHIBITORS
OH,Cardiovascular Agents: Pulmonary Arterial Hypertension* LEGACY CATEGORY: PROSTAGLANDINS
OH,Cardiovascular Agents: Pulmonary Arterial Hypertension* LEGACY CATEGORY: OTHER
OH,Central Nervous System (CNS) Agents: Alzheimer’s Agents* LEGACY CATEGORY: 
OH,"Central Nervous System (CNS) Agents: Anti-Migraine Agents, Acute: CGRP INHIBITORS"
OH,"Central Nervous System (CNS) Agents: Anti-Migraine Agents, Acute: TRIPTANS/COMBINATIONS"
OH,"Central Nervous System (CNS) Agents: Anti-Migraine Agents, Acute: OTHER"
OH,"Central Nervous System (CNS) Agents: Anti-Migraine Agents, Cluster Headache: "
OH,"Central Nervous System (CNS) Agents: Anti-Migraine Agents, Prophylaxis: "
OH,Central Nervous System (CNS) Agents: Anticonvulsants* LEGACY CATEGORY: 
OH,Central Nervous System (CNS) Agents: Anticonvulsants Rescue: 
OH,Central Nervous System (CNS) Agents: Antidepressants* LEGACY CATEGORY: NDRIs
OH,Central Nervous System (CNS) Agents: Antidepressants* LEGACY CATEGORY: SNRIs
OH,Central Nervous System (CNS) Agents: Antidepressants* LEGACY CATEGORY: SSRIs
OH,Central Nervous System (CNS) Agents: Antidepressants* LEGACY CATEGORY: OTHER
OH,Central Nervous System (CNS) Agents: Attention Deficit Hyperactivity Disorder Agents: NON-STIMULANTS
OH,Central Nervous System (CNS) Agents: Attention Deficit Hyperactivity Disorder Agents: STIMULANTS
OH,Central Nervous System (CNS) Agents: Atypical Antipsychotics* LEGACY CATEGORY: 
OH,Central Nervous System (CNS) Agents: Fibromyalgia Agents: 
OH,Central Nervous System (CNS) Agents: Medication Assisted Treatment of Opioid Addiction: 
OH,Central Nervous System (CNS) Agents: Movement Disorders: 
OH,Central Nervous System (CNS) Agents: Multiple Sclerosis* LEGACY CATEGORY: 
OH,Central Nervous System (CNS) Agents: Narcolepsy: 
OH,Central Nervous System (CNS) Agents: Neuropathic Pain: DIBENZAZEPINES
OH,Central Nervous System (CNS) Agents: Neuropathic Pain: GAPAPENTINOIDS
OH,Central Nervous System (CNS) Agents: Neuropathic Pain: TRICYCLIC ANTIDEPRESSANTS
OH,Central Nervous System (CNS) Agents: Neuropathic Pain: OTHER
OH,Central Nervous System (CNS) Agents: Parkinson's Agents: COMT INHIBITORS
OH,Central Nervous System (CNS) Agents: Parkinson's Agents: DOPAMINE AGONISTS
OH,Central Nervous System (CNS) Agents: Parkinson's Agents: MAO-B INHIBITORS
OH,Central Nervous System (CNS) Agents: Parkinson's Agents: OTHER
OH,Central Nervous System (CNS) Agents: Restless Legs Syndrome: 
OH,"Central Nervous System (CNS) Agents: Sedative-Hypnotics, Non-Barbiturate: "
OH,"Central Nervous System (CNS) Agents: Skeletal Muscle Relaxants, Non-Benzodiazepine: "
OH,Central Nervous System (CNS) Agents: Smoking Deterrents: 
OH,Dermatologic Agents: Oral Acne Products: 
OH,Dermatologic Agents: Topical Acne Products: NON-RETINOIDS
OH,Dermatologic Agents: Topical Acne Products: RETINOIDS/COMBINATIONS
OH,Endocrine Agents: Androgens: 
OH,Endocrine Agents: Diabetes – Hypoglycemia Treatments: 
OH,Endocrine Agents: Diabetes – Insulin: RAPID-ACTING
OH,Endocrine Agents: Diabetes – Insulin: SHORT-ACTING
OH,Endocrine Agents: Diabetes – Insulin: INTERMEDIATE-ACTING
OH,Endocrine Agents: Diabetes – Insulin: LONG-ACTING
OH,Endocrine Agents: Diabetes – Insulin: MIXED INSULIN
OH,Endocrine Agents: Diabetes – Non-Insulin: DPP4 INHIBITORS/COMBINATIONS
OH,Endocrine Agents: Diabetes – Non-Insulin: GLP-1 RECEPTOR AGONISTS/COMBINATIONS
OH,Endocrine Agents: Diabetes – Non-Insulin: METFORMIN
OH,Endocrine Agents: Diabetes – Non-Insulin: SGLT2 INHIBITORS/COMBINATIONS
OH,Endocrine Agents: Endometriosis: 
OH,Endocrine Agents: Estrogenic Agents: ORAL
OH,Endocrine Agents: Estrogenic Agents: TOPICAL
OH,Endocrine Agents: Estrogenic Agents: TRANSDERMAL
OH,Endocrine Agents: Estrogenic Agents: VAGINAL
OH,Endocrine Agents: Growth Hormone: DAILY-DOSING
OH,Endocrine Agents: Growth Hormone: WEEKLY-DOSING
OH,Endocrine Agents: Osteoporosis – Bone Ossification Enhancers: BISPHOSPHONATES
OH,Endocrine Agents: Osteoporosis – Bone Ossification Enhancers: OTHER BONE RESORPTION SUPPRESSION AND RELATED AGENTS
OH,Endocrine Agents: Progestin Agents: 
OH,Endocrine Agents: Uterine Fibroids: 
OH,Gastrointestinal Agents: Anti-Emetics: 5-HT3 ANTAGONISTS
OH,Gastrointestinal Agents: Anti-Emetics: ANTICHOLINERGICS
OH,Gastrointestinal Agents: Anti-Emetics: ANTIHISTAMINES and ANTIHISTAMINE COMBINATIONS
OH,Gastrointestinal Agents: Anti-Emetics: PHENOTHIAZINES
OH,Gastrointestinal Agents: Anti-Emetics: SUBSTANCE P/NEUROKININ 1 (NK-1) ANTAGONISTS
OH,Gastrointestinal Agents: Anti-Emetics: OTHER
OH,Gastrointestinal Agents: Bowel Preparations: 
OH,Gastrointestinal Agents: Crohn’s Disease: 
OH,Gastrointestinal Agents: Hepatic Encephalopathy: 
OH,Gastrointestinal Agents: Irritable Bowel Syndrome (IBS) with Diarrhea: 
OH,Gastrointestinal Agents: Pancreatic Enzymes: 
OH,Gastrointestinal Agents: Proton Pump Inhibitors: 
OH,Gastrointestinal Agents: Ulcerative Colitis: ORAL
OH,Gastrointestinal Agents: Ulcerative Colitis: RECTAL
OH,Gastrointestinal Agents: Unspecified GI: 
OH,Genitourinary Agents: Benign Prostatic Hyperplasia: ALPHA BLOCKERS
OH,Genitourinary Agents: Benign Prostatic Hyperplasia: 5-ALPHA-REDUCTASE (5AR) INHIBITORS
OH,Genitourinary Agents: Benign Prostatic Hyperplasia: ALPHA BLOCKER/5AR/PDE5 INHIBITOR COMBINATIONS
OH,Genitourinary Agents: Benign Prostatic Hyperplasia: PHOSPHODIESTERASE 5 (PDE5) INHIBITORS
OH,Genitourinary Agents: Electrolyte Depleter Agents: CALCIUM BASED
OH,Genitourinary Agents: Electrolyte Depleter Agents: IRON BASED
OH,Genitourinary Agents: Electrolyte Depleter Agents: OTHER
OH,Genitourinary Agents: Urinary Antispasmodics: ANTIMUSCARINICS
OH,Genitourinary Agents: Urinary Antispasmodics: BETA-3 AGONISTS
OH,Hyperkalemia Agents: Potassium Binders: 
OH,Immunomodulator Agents: Systemic Inflammatory Disease: INTERLEUKIN ANTAGONISTS
OH,Immunomodulator Agents: Systemic Inflammatory Disease: JAK INHIBITORS
OH,Immunomodulator Agents: Systemic Inflammatory Disease: TNF INHIBITORS
OH,Infectious Disease Agents: Antibiotics – Cephalosporins: 
OH,Infectious Disease Agents: Antibiotics – Inhaled: 
OH,Infectious Disease Agents: Antibiotics – Macrolides: 
OH,Infectious Disease Agents: Antibiotics – Quinolones: 
OH,Infectious Disease Agents: Antibiotics – Tetracyclines: 
OH,Infectious Disease Agents: Antifungals: 
OH,Infectious Disease Agents: Antivirals – Hepatitis C Agents: 
OH,Infectious Disease Agents: Antivirals – Herpes: 
OH,Infectious Disease Agents: Antivirals – HIV* LEGACY CATEGORY: INTEGRASE STRAND TRANSFER INHIBITORS
OH,Infectious Disease Agents: Antivirals – HIV* LEGACY CATEGORY: NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITORS
OH,Infectious Disease Agents: Antivirals – HIV* LEGACY CATEGORY: NON-NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITORS
OH,Infectious Disease Agents: Antivirals – HIV* LEGACY CATEGORY: PROTEASE INHIBITORS
OH,Infectious Disease Agents: Antivirals – HIV* LEGACY CATEGORY: OTHER SINGLE INGREDIENT PRODUCTS
OH,Ophthalmic Agents: Antibiotic and Antibiotic-Steroid Combination Drops and Ointments: 
OH,Ophthalmic Agents: Antihistamines & Mast Cell Stabilizers: 
OH,Ophthalmic Agents: Dry Eye Treatments: 
OH,Ophthalmic Agents: Glaucoma Agents: ALPHA-2 AGONISTS
OH,Ophthalmic Agents: Glaucoma Agents: BETA BLOCKERS
OH,Ophthalmic Agents: Glaucoma Agents: CARBONIC ANHYDRASE INHIBITORS
OH,Ophthalmic Agents: Glaucoma Agents: PROSTAGLANDINS
OH,Ophthalmic Agents: Glaucoma Agents: OTHER
OH,Ophthalmic Agents: NSAIDs: 
OH,Ophthalmic Agents: Ophthalmic Steroids: 
OH,Otic Agents: Antibacterial and Antibacterial/Steroid Combinations: 
OH,Respiratory Agents: Antihistamines – Second Generation: 
OH,Respiratory Agents: Cystic Fibrosis: 
OH,Respiratory Agents: Epinephrine Auto-Injectors: 
OH,Respiratory Agents: Hereditary Angioedema: ACUTE
OH,Respiratory Agents: Hereditary Angioedema: PROPHYLAXIS
OH,Respiratory Agents: Inhaled Agents: ANTICHOLINERGIC BRONCHODILATORS/COMBINATIONS
OH,Respiratory Agents: Inhaled Agents: ADRENERGIC BRONCHODILATORS
OH,Respiratory Agents: Inhaled Agents: BRONCHODILATOR/GLUCOCORTICOID COMBINATIONS
OH,Respiratory Agents: Leukotriene Receptor Modifiers & Inhibitors: 
OH,Respiratory Agents: Monoclonal Antibodies-Anti-IL/Anti-IgE: 
OH,Respiratory Agents: Nasal Preparations: GLUCOCORTICOIDS/COMBINATIONS
OH,Respiratory Agents: Nasal Preparations: OTHER
OH,Respiratory Agents: Pulmonary Fibrosis: 
OH,Topical Agents: Antifungals: 
OH,Topical Agents: Antiparasitics: 
OH,Topical Agents: Corticosteroids: LOW POTENCY
OH,Topical Agents: Corticosteroids: MEDIUM POTENCY
OH,Topical Agents: Corticosteroids: HIGH POTENCY
OH,Topical Agents: Corticosteroids: ULTRA HIGH POTENCY
OH,Topical Agents: Immunomodulators: 
OR,Allergy/Cold: Anaphylaxis Rescue
OR,"Allergy/Cold: Antihistamines, Second Generation"
OR,Allergy/Cold: Cough and Cold
OR,Allergy/Cold: Hereditary Angioedema
OR,Allergy/Cold: Nasal Allergy Inhalers
OR,Analgesics: CGRP Inhibitors
OR,Analgesics: Gout
OR,"Analgesics: Muscle Relaxants, Oral"
OR,Analgesics: Non-Steroidal Anti- Inflammatory Drugs
OR,"Analgesics: Opioids, Long-Acting"
OR,"Analgesics: Opioids, Short-Acting"
OR,"Analgesics: Pain Medications, Topical"
OR,"Analgesics: Serotonin Agonists, Nasal"
OR,"Analgesics: Serotonin Agonists, Oral"
OR,"Analgesics: Serotonin Agonists, Subcutaneous"
OR,"Antibiotics: Amoxicillin and Clavulanate, Oral"
OR,"Antibiotics: Antibiotics, Vaginal"
OR,"Antibiotics: Cephalosporins (1st Gen), Oral"
OR,"Antibiotics: Cephalosporins (2nd Gen), Oral"
OR,"Antibiotics: Cephalosporins (3rd Gen), Oral"
OR,Antibiotics: Clostridioides difficile Drugs
OR,"Antibiotics: Fluoroquinolones, Oral"
OR,"Antibiotics: Macrolides, Oral"
OR,"Antibiotics: Oxazolidinones, Oral"
OR,"Antibiotics: Tetracyclines, Oral"
OR,"Antifungal: Antifungals, Oral"
OR,"Antifungal: Antifungals, Vaginal"
OR,Antivirals: Coronavirus Antivirals
OR,Antivirals: Hepatitis B
OR,"Antivirals: Hepatitis C, Direct-Acting Antivirals"
OR,"Antivirals: Hepatitis C, Other Agents"
OR,Antivirals: Herpes Simplex
OR,Antivirals: HIV
OR,Antivirals: Influenza
OR,Cardiovascular: Antianginals
OR,"Cardiovascular: Anticoagulants, Oral and SQ"
OR,"Cardiovascular: Beta-Blockers, Oral"
OR,Cardiovascular: Calcium Channel Blockers -
OR,"Cardiovascular: Dihydropyridine, Oral"
OR,"Cardiovascular: Calcium Channel Blockers - Non-Dihydropyridine, Oral"
OR,Cardiovascular: Combination Antihypertensives
OR,"Cardiovascular: Diuretics, Oral"
OR,Cardiovascular: Inhibitors of the Renin- Angiotensin-Aldosterone System (RAAS)
OR,Cardiovascular: Other Dyslipidemia Drugs
OR,Cardiovascular: Platelet Inhibitors
OR,Cardiovascular: Statins & Combos
OR,Dermatologicals: Acne
OR,"Dermatologicals: Antibiotics, Topical"
OR,"Dermatologicals: Antifungals, Topical"
OR,"Dermatologicals: Antiparasitics, Topical"
OR,"Dermatologicals: Moisturizers, Topical"
OR,"Dermatologicals: Steroids, Topical"
OR,Dermatologicals: Topical Products for Inflammatory Skin Diseases
OR,"Endocrine: Androgens, Topical & Parenteral"
OR,Endocrine: Bone Metabolism Drugs
OR,"Endocrine: Diabetes, DPP-4 Inhibitors"
OR,"Endocrine: Diabetes, GLP-1 Receptor Agonists and GIP Therapies"
OR,"Endocrine: Diabetes, Glucagon"
OR,"Endocrine: Diabetes, Insulins"
OR,"Endocrine: Diabetes, Miscellaneous Antidiabetic Agents"
OR,"Endocrine: Diabetes, SGLT-2 Inhibitors"
OR,"Endocrine: Diabetes, Sulfonylureas"
OR,"Endocrine: Diabetes, Thiazolidinediones"
OR,"Endocrine: Estrogen Replacement, Oral"
OR,"Endocrine: Estrogen Replacement, Topical"
OR,"Endocrine: Estrogen Replacement, Vaginal"
OR,"Endocrine: Glucocorticoids, Oral"
OR,Endocrine: GnRH Agonists
OR,Endocrine: Growth Hormones
OR,Endocrine: Progestational Agents
OR,"Endocrine: Thyroid Hormone, Oral"
OR,Endocrine: Vitamin D Analogs
OR,Endocrine: Weight Management Drugs
OR,"Gastrointestinal: Antacid, H. pylori"
OR,"Gastrointestinal: Antacid, H2 Antagonists"
OR,"Gastrointestinal: Antacid, Proton Pump Inhibitors"
OR,Gastrointestinal: Antidiarrheals
OR,"Gastrointestinal: Antiemetics, Conventional"
OR,"Gastrointestinal: Antiemetics, Newer"
OR,Gastrointestinal: Bile Therapy
OR,Gastrointestinal: Bowel Preparation Agents
OR,Gastrointestinal: Hyoscyamine
OR,Gastrointestinal: Inflammatory Bowel Disease
OR,"Gastrointestinal: Laxatives, Chronic Constipation"
OR,Gastrointestinal: Pancreatic Enzymes
OR,Genito-Urinary: Benign Prostate Hypertrophy
OR,Genito-Urinary: Drugs
OR,Genito-Urinary: Overactive Bladder Drugs
OR,Hematology-Oncology: Colony Stimulating Factors
OR,Hematology-Oncology: Erythropoiesis Stimulating Agents
OR,Hematology-Oncology: Iron Chelators
OR,Hematology-Oncology: Sickle Cell Disease
OR,Hematology-Oncology: Thrombocytopenia Drugs
OR,Immunological: Immunoglobulins
OR,Immunological: Immunosuppressants
OR,Immunological: Targeted Immune Modulators
OR,Metabolic Disorders: Lysosomal Storage Disorders
OR,Metabolic Disorders: Urea Cycle Disorders
OR,"Neurology: Alzheimer's Disease, Non- injectable Drugs"
OR,Neurology: Amyotrophic Lateral Sclerosis
OR,"Neurology: Antiepileptics, Outpatient"
OR,Neurology: Duchenne Muscular Dystrophy
OR,Neurology: Multiple Sclerosis
OR,"Neurology: Parkinson's Disease Drugs, Oral & Topical"
OR,Neurology: Spinal Muscular Atrophy
OR,"Nutritional: B-vitamins, Oral"
OR,"Nutritional: Calcium/Vit D Replacement, Oral"
OR,"Nutritional: Iron Replacement, Oral"
OR,"Nutritional: Magnesium Replacement, Oral"
OR,"Nutritional: Multivitamins, Oral"
OR,"Nutritional: Potassium and K-Phos, Oral"
OR,Nutritional: Prenatal Vitamins
OR,"Ophthalmics: Antibiotics, Ophthalmic"
OR,"Ophthalmics: Antibiotic-Steroids,"
OR,Ophthalmics: Ophthalmic
OR,"Ophthalmics: Anti-Inflammatory Drugs, Ophthalmic"
OR,Ophthalmics: Glaucoma Drugs
OR,Ophthalmics: Vascular Endothelial Growth Factors
OR,Otics: Otic Antibiotics
OR,Psychiatric: ADHD Drugs
OR,Psychiatric: Benzodiazepines
OR,Psychiatric: Opioid Reversal Agents
OR,Psychiatric: Sedatives
OR,"Psychiatric: Substance Use Disorders, Opioid & Alcohol"
OR,Psychiatric: Tobacco Smoking Cessation
OR,"Pulmonary: Beta-Agonists, Inhaled Long Acting"
OR,"Pulmonary: Beta-Agonists, Inhaled Short- Acting"
OR,"Pulmonary: Corticosteroids, Inhaled"
OR,"Pulmonary: Corticosteroids/Beta-Agonist Combination, Inhaled"
OR,Pulmonary: Cystic Fibrosis
OR,"Pulmonary: LAMA/LABA Combination, Inhalers"
OR,Pulmonary: Miscellaneous Pulmonary Agents
OR,"Pulmonary: Muscarinic Antagonists, Inhaled"
OR,Pulmonary: Pulmonary Arterial Hypertension Oral and Inhaled Drugs
